        Time                 U                 r                K
  100.000000    3.97452888e-07               inf    2.88544817e-03
  200.000000    4.64886470e-07    1.69664339e-01    3.37500583e-03
  300.000000    4.87310613e-07    4.82357395e-02    3.53780173e-03
  400.000000    4.95257429e-07    1.63074966e-02    3.59549442e-03
  500.000000    4.98454536e-07    6.45544419e-03    3.61870493e-03
  600.000000    4.99944928e-07    2.99002716e-03    3.62952496e-03
  700.000000    5.00643301e-07    1.39689891e-03    3.63459504e-03
  800.000000    5.00980935e-07    6.74400211e-04    3.63704621e-03
  900.000000    5.01150969e-07    3.39403262e-04    3.63828063e-03
 1000.000000    5.01236517e-07    1.70703051e-04    3.63890170e-03
 1100.000000    5.01280051e-07    8.68518492e-05    3.63921774e-03
 1200.000000    5.01302380e-07    4.45448540e-05    3.63937985e-03
 1300.000000    5.01313846e-07    2.28731171e-05    3.63946310e-03
 1400.000000    5.01319755e-07    1.17861762e-05    3.63950599e-03
 1500.000000    5.01322806e-07    6.08668012e-06    3.63952814e-03
