        Time                 U                 r                K
  100.000000    1.23017982e-07               inf    3.87006550e-03
  200.000000    1.20519468e-07    2.03101496e-02    3.79146389e-03
  300.000000    1.18893700e-07    1.34896709e-02    3.74031829e-03
  400.000000    1.18438424e-07    3.82926804e-03    3.72599561e-03
  500.000000    1.18315007e-07    1.04204033e-03    3.72211297e-03
  600.000000    1.18273770e-07    3.48534556e-04    3.72081569e-03
  700.000000    1.18256772e-07    1.43719046e-04    3.72028093e-03
  800.000000    1.18249015e-07    6.55902840e-05    3.72003692e-03
  900.000000    1.18245293e-07    3.14738379e-05    3.71991984e-03
 1000.000000    1.18243433e-07    1.57378854e-05    3.71986129e-03
 1100.000000    1.18242464e-07    8.19426928e-06    3.71983081e-03
