        Time                 U                 r                K
  100.000000    6.00943312e-07               inf    1.47243080e-03
  200.000000    8.65569888e-07    4.40351978e-01    2.12081861e-03
  300.000000    1.00798958e-06    1.64538644e-01    2.46977523e-03
  400.000000    1.08738850e-06    7.87695829e-02    2.66431840e-03
  500.000000    1.14160032e-06    4.98550622e-02    2.79714816e-03
  600.000000    1.17848897e-06    3.23131000e-02    2.88753269e-03
  700.000000    1.20216463e-06    2.00898424e-02    2.94554276e-03
  800.000000    1.21815292e-06    1.32995874e-02    2.98471727e-03
  900.000000    1.22924270e-06    9.10376528e-03    3.01188943e-03
 1000.000000    1.23722307e-06    6.49210656e-03    3.03144294e-03
 1100.000000    1.24321828e-06    4.84569471e-03    3.04613239e-03
 1200.000000    1.24765422e-06    3.56811450e-03    3.05700133e-03
 1300.000000    1.25092631e-06    2.62259063e-03    3.06501860e-03
 1400.000000    1.25339152e-06    1.97070857e-03    3.07105886e-03
 1500.000000    1.25526308e-06    1.49319389e-03    3.07564454e-03
 1600.000000    1.25669550e-06    1.14113231e-03    3.07915426e-03
 1700.000000    1.25780931e-06    8.86300847e-04    3.08188332e-03
 1800.000000    1.25867689e-06    6.89756078e-04    3.08400906e-03
 1900.000000    1.25934997e-06    5.34754883e-04    3.08565825e-03
 2000.000000    1.25987465e-06    4.16625743e-04    3.08694382e-03
 2100.000000    1.26028609e-06    3.26568013e-04    3.08795192e-03
 2200.000000    1.26060971e-06    2.56781552e-04    3.08874484e-03
 2300.000000    1.26086505e-06    2.02559665e-04    3.08937050e-03
 2400.000000    1.26106677e-06    1.59981305e-04    3.08986474e-03
 2500.000000    1.26122604e-06    1.26302765e-04    3.09025500e-03
 2600.000000    1.26135199e-06    9.98607606e-05    3.09056359e-03
 2700.000000    1.26145177e-06    7.91051750e-05    3.09080807e-03
 2800.000000    1.26153091e-06    6.27384253e-05    3.09100199e-03
 2900.000000    1.26159374e-06    4.98034084e-05    3.09115593e-03
 3000.000000    1.26164364e-06    3.95488984e-05    3.09127818e-03
 3100.000000    1.26168326e-06    3.14105952e-05    3.09137528e-03
 3200.000000    1.26171476e-06    2.49604353e-05    3.09145244e-03
 3300.000000    1.26173980e-06    1.98470882e-05    3.09151380e-03
 3400.000000    1.26175972e-06    1.57882903e-05    3.09156261e-03
 3500.000000    1.26177557e-06    1.25628535e-05    3.09160145e-03
 3600.000000    1.26178819e-06    9.99776909e-06    3.09163236e-03
