        Time                 U                 r                K
  100.000000    4.03985807e-07               inf    2.93287618e-03
  200.000000    4.73512829e-07    1.72102634e-01    3.43763189e-03
  300.000000    4.96770080e-07    4.91164115e-02    3.60647604e-03
  400.000000    5.04976834e-07    1.65202266e-02    3.66605584e-03
  500.000000    5.08313256e-07    6.60707948e-03    3.69027776e-03
  600.000000    5.09867922e-07    3.05848022e-03    3.70156440e-03
  700.000000    5.10597316e-07    1.43055390e-03    3.70685969e-03
  800.000000    5.10951940e-07    6.94527553e-04    3.70943420e-03
  900.000000    5.11130930e-07    3.50307282e-04    3.71073365e-03
 1000.000000    5.11221252e-07    1.76709325e-04    3.71138937e-03
 1100.000000    5.11267425e-07    9.03196562e-05    3.71172458e-03
 1200.000000    5.11291189e-07    4.64796885e-05    3.71189710e-03
 1300.000000    5.11303438e-07    2.39570327e-05    3.71198603e-03
 1400.000000    5.11309776e-07    1.23968581e-05    3.71203204e-03
 1500.000000    5.11313062e-07    6.42594397e-06    3.71205590e-03
