        Time                 U                 r                K
  100.000000    1.40097567e-07               inf    3.72931995e-03
  200.000000    1.38201088e-07    1.35368422e-02    3.67883673e-03
  300.000000    1.36442507e-07    1.27247982e-02    3.63202428e-03
  400.000000    1.36026058e-07    3.05220114e-03    3.62093861e-03
  500.000000    1.35949041e-07    5.66186030e-04    3.61888848e-03
  600.000000    1.35928505e-07    1.51061706e-04    3.61834181e-03
  700.000000    1.35919604e-07    6.54788964e-05    3.61810488e-03
  800.000000    1.35915339e-07    3.13809131e-05    3.61799134e-03
  900.000000    1.35913305e-07    1.49687998e-05    3.61793718e-03
 1000.000000    1.35912308e-07    7.33550948e-06    3.61791065e-03
