        Time                 U                 r                K
  100.000000    1.32356547e-07               inf    4.16385066e-03
  200.000000    1.29950836e-07    1.81759860e-02    4.08816857e-03
  300.000000    1.28383484e-07    1.20611105e-02    4.03886072e-03
  400.000000    1.27974715e-07    3.18397065e-03    4.02600110e-03
  500.000000    1.27874023e-07    7.86816044e-04    4.02283338e-03
  600.000000    1.27842580e-07    2.45885546e-04    4.02184422e-03
  700.000000    1.27830103e-07    9.75994113e-05    4.02145169e-03
  800.000000    1.27824618e-07    4.29080963e-05    4.02127914e-03
  900.000000    1.27822097e-07    1.97221132e-05    4.02119983e-03
 1000.000000    1.27820891e-07    9.43152879e-06    4.02116191e-03
