        Time                 U                 r                K
  100.000000    4.71795286e-07               inf    2.08078635e-03
  200.000000    6.04863040e-07    2.82045537e-01    2.66766285e-03
  300.000000    6.56860273e-07    8.59653003e-02    2.89698928e-03
  400.000000    6.76336087e-07    2.96498583e-02    2.98288461e-03
  500.000000    6.86664862e-07    1.52716606e-02    3.02843821e-03
  600.000000    6.93411716e-07    9.82554030e-03    3.05819425e-03
  700.000000    6.97399637e-07    5.75115929e-03    3.07578241e-03
  800.000000    6.99744423e-07    3.36218450e-03    3.08612376e-03
  900.000000    7.01134924e-07    1.98715540e-03    3.09225637e-03
 1000.000000    7.01896281e-07    1.08589195e-03    3.09561422e-03
 1100.000000    7.02364719e-07    6.67389301e-04    3.09768020e-03
 1200.000000    7.02681097e-07    4.50447891e-04    3.09907555e-03
 1300.000000    7.02887358e-07    2.93533026e-04    3.09998523e-03
 1400.000000    7.03021728e-07    1.91168759e-04    3.10057785e-03
 1500.000000    7.03109835e-07    1.25326866e-04    3.10096643e-03
 1600.000000    7.03166393e-07    8.04402431e-05    3.10121588e-03
 1700.000000    7.03202289e-07    5.10477066e-05    3.10137419e-03
 1800.000000    7.03225503e-07    3.30130525e-05    3.10147657e-03
 1900.000000    7.03240763e-07    2.16988138e-05    3.10154387e-03
 2000.000000    7.03250813e-07    1.42921666e-05    3.10158820e-03
 2100.000000    7.03257428e-07    9.40628222e-06    3.10161737e-03
