        Time                 U                 r                K
  100.000000    1.20147605e-07               inf    3.77976533e-03
  200.000000    1.17629777e-07    2.09561241e-02    3.70055610e-03
  300.000000    1.15959353e-07    1.42006901e-02    3.64800565e-03
  400.000000    1.15475915e-07    4.16903344e-03    3.63279699e-03
  500.000000    1.15340318e-07    1.17424214e-03    3.62853121e-03
  600.000000    1.15294004e-07    4.01542980e-04    3.62707419e-03
  700.000000    1.15274612e-07    1.68194106e-04    3.62646414e-03
  800.000000    1.15265613e-07    7.80703638e-05    3.62618102e-03
  900.000000    1.15261214e-07    3.81587679e-05    3.62604265e-03
 1000.000000    1.15258974e-07    1.94343476e-05    3.62597218e-03
 1100.000000    1.15257787e-07    1.03002556e-05    3.62593483e-03
 1200.000000    1.15257134e-07    5.66888970e-06    3.62591428e-03
