        Time                 U                 r                K
  100.000000    3.95169123e-07               inf    2.86886837e-03
  200.000000    4.62729928e-07    1.70966814e-01    3.35934966e-03
  300.000000    4.85172979e-07    4.85014038e-02    3.52228283e-03
  400.000000    4.93102394e-07    1.63434784e-02    3.57984918e-03
  500.000000    4.96296668e-07    6.47791217e-03    3.60303913e-03
  600.000000    4.97782668e-07    2.99417693e-03    3.61382727e-03
  700.000000    4.98478175e-07    1.39721018e-03    3.61887655e-03
  800.000000    4.98814365e-07    6.74433055e-04    3.62131724e-03
  900.000000    4.98983577e-07    3.39229835e-04    3.62254569e-03
 1000.000000    4.99068689e-07    1.70569011e-04    3.62316359e-03
 1100.000000    4.99112001e-07    8.67869663e-05    3.62347803e-03
 1200.000000    4.99134215e-07    4.45056942e-05    3.62363930e-03
 1300.000000    4.99145620e-07    2.28503906e-05    3.62372210e-03
 1400.000000    4.99151496e-07    1.17723359e-05    3.62376476e-03
 1500.000000    4.99154529e-07    6.07614271e-06    3.62378678e-03
