        Time                 U                 r                K
  100.000000    3.87971242e-07               inf    2.81661284e-03
  200.000000    4.53102267e-07    1.67875909e-01    3.28945428e-03
  300.000000    4.74608651e-07    4.74647453e-02    3.44558739e-03
  400.000000    4.82236827e-07    1.60725615e-02    3.50096681e-03
  500.000000    4.85275558e-07    6.30132341e-03    3.52302753e-03
  600.000000    4.86689701e-07    2.91410470e-03    3.53329400e-03
  700.000000    4.87350705e-07    1.35816194e-03    3.53809279e-03
  800.000000    4.87668384e-07    6.51849447e-04    3.54039909e-03
  900.000000    4.87827810e-07    3.26914601e-04    3.54155650e-03
 1000.000000    4.87907744e-07    1.63857164e-04    3.54213681e-03
 1100.000000    4.87948217e-07    8.29512826e-05    3.54243064e-03
 1200.000000    4.87968889e-07    4.23663088e-05    3.54258072e-03
 1300.000000    4.87979458e-07    2.16582601e-05    3.54265744e-03
 1400.000000    4.87984876e-07    1.11029978e-05    3.54269678e-03
 1500.000000    4.87987659e-07    5.70407297e-06    3.54271698e-03
