        Time                 U                 r                K
  100.000000    3.83692385e-07               inf    2.78554898e-03
  200.000000    4.46542986e-07    1.63804661e-01    3.24183489e-03
  300.000000    4.66999226e-07    4.58102360e-02    3.39034411e-03
  400.000000    4.74289688e-07    1.56112955e-02    3.44327178e-03
  500.000000    4.77172594e-07    6.07836465e-03    3.46420124e-03
  600.000000    4.78507491e-07    2.79751403e-03    3.47389239e-03
  700.000000    4.79131921e-07    1.30495333e-03    3.47842566e-03
  800.000000    4.79430617e-07    6.23409477e-04    3.48059414e-03
  900.000000    4.79579655e-07    3.10866031e-04    3.48167614e-03
 1000.000000    4.79654139e-07    1.55310283e-04    3.48221688e-03
 1100.000000    4.79691624e-07    7.81498931e-05    3.48248901e-03
 1200.000000    4.79710654e-07    3.96725088e-05    3.48262717e-03
 1300.000000    4.79720329e-07    2.01678544e-05    3.48269741e-03
 1400.000000    4.79725257e-07    1.02722671e-05    3.48273318e-03
 1500.000000    4.79727772e-07    5.24372400e-06    3.48275145e-03
