        Time                 U                 r                K
  100.000000    1.04119107e-07               inf    3.77944526e-03
  200.000000    1.01440218e-07    2.57290852e-02    3.68220359e-03
  300.000000    9.99118502e-08    1.50666821e-02    3.62672500e-03
  400.000000    9.93797441e-08    5.32575549e-03    3.60740995e-03
  500.000000    9.91856281e-08    1.95327553e-03    3.60036368e-03
  600.000000    9.91062513e-08    8.00285162e-04    3.59748236e-03
  700.000000    9.90702144e-08    3.63618536e-04    3.59617425e-03
  800.000000    9.90526220e-08    1.77574793e-04    3.59553566e-03
  900.000000    9.90435821e-08    9.12643096e-05    3.59520752e-03
 1000.000000    9.90387471e-08    4.88165911e-05    3.59503201e-03
 1100.000000    9.90360717e-08    2.70133959e-05    3.59493490e-03
 1200.000000    9.90345455e-08    1.54110797e-05    3.59487950e-03
 1300.000000    9.90336500e-08    9.04230677e-06    3.59484699e-03
