        Time                 U                 r                K
 7100.000000    4.39281401e-03    2.53562857e-03    1.59455844e+02
 7200.000000    4.39975164e-03    1.57931392e-03    1.59707675e+02
 7300.000000    4.40407656e-03    9.82992008e-04    1.59864666e+02
 7400.000000    4.40676994e-03    6.11565394e-04    1.59962434e+02
 7500.000000    4.40844670e-03    3.80494704e-04    1.60023299e+02
 7600.000000    4.40949017e-03    2.36699056e-04    1.60061176e+02
 7700.000000    4.41013941e-03    1.47236982e-04    1.60084743e+02
 7800.000000    4.41054330e-03    9.15804011e-05    1.60099404e+02
 7900.000000    4.41079452e-03    5.69595121e-05    1.60108523e+02
 8000.000000    4.41095077e-03    3.54256956e-05    1.60114195e+02
 8100.000000    4.41104796e-03    2.20331321e-05    1.60117722e+02
 8200.000000    4.41110841e-03    1.37035007e-05    1.60119917e+02
 8300.000000    4.41114600e-03    8.52273434e-06    1.60121281e+02
