        Time                 U                 r                K
  100.000000    6.46483062e-04               inf    3.79794464e-02
  200.000000    9.36129974e-04    4.48034803e-01    5.49955602e-02
  300.000000    1.08434469e-03    1.58327066e-01    6.37028459e-02
  400.000000    1.16227074e-03    7.18646493e-02    6.82808286e-02
  500.000000    1.20358644e-03    3.55473988e-02    7.07080344e-02
  600.000000    1.22554264e-03    1.82423172e-02    7.19979128e-02
  700.000000    1.23721327e-03    9.52282763e-03    7.26835365e-02
  800.000000    1.24341457e-03    5.01230519e-03    7.30478486e-02
  900.000000    1.24670858e-03    2.64916832e-03    7.32413646e-02
 1000.000000    1.24845799e-03    1.40322343e-03    7.33441386e-02
 1100.000000    1.24938704e-03    7.44154689e-04    7.33987180e-02
 1200.000000    1.24988043e-03    3.94905869e-04    7.34277036e-02
 1300.000000    1.25014246e-03    2.09648288e-04    7.34430976e-02
 1400.000000    1.25028163e-03    1.11322349e-04    7.34512734e-02
 1500.000000    1.25035555e-03    5.91184837e-05    7.34556158e-02
 1600.000000    1.25039480e-03    3.13970944e-05    7.34579221e-02
 1700.000000    1.25041565e-03    1.66750708e-05    7.34591470e-02
 1800.000000    1.25042673e-03    8.85628173e-06    7.34597976e-02
