        Time                 U                 r                K
  100.000000    6.49495490e-04               inf    3.81564199e-02
  200.000000    9.36945324e-04    4.42574025e-01    5.50434602e-02
  300.000000    1.08377640e-03    1.56712536e-01    6.36694605e-02
  400.000000    1.16082490e-03    7.10926120e-02    6.81958887e-02
  500.000000    1.20159383e-03    3.51206559e-02    7.05909731e-02
  600.000000    1.22321650e-03    1.79949901e-02    7.18612569e-02
  700.000000    1.23468741e-03    9.37766034e-03    7.25351474e-02
  800.000000    1.24077083e-03    4.92709446e-03    7.28925349e-02
  900.000000    1.24399604e-03    2.59936161e-03    7.30820090e-02
 1000.000000    1.24570563e-03    1.37426973e-03    7.31824434e-02
 1100.000000    1.24661178e-03    7.27418734e-04    7.32356776e-02
 1200.000000    1.24709208e-03    3.85285524e-04    7.32638943e-02
 1300.000000    1.24734667e-03    2.04147134e-04    7.32788509e-02
 1400.000000    1.24748162e-03    1.08191915e-04    7.32867791e-02
 1500.000000    1.24755316e-03    5.73450173e-05    7.32909817e-02
 1600.000000    1.24759108e-03    3.03964341e-05    7.32932095e-02
 1700.000000    1.24761118e-03    1.61125322e-05    7.32943904e-02
 1800.000000    1.24762184e-03    8.54111534e-06    7.32950165e-02
