        Time                 U                 r                K
  100.000000    7.82164526e-04               inf    2.34440977e-02
  200.000000    1.27769199e-03    6.33533548e-01    3.82967202e-02
  300.000000    1.61311696e-03    2.62524117e-01    4.83505328e-02
  400.000000    1.84527533e-03    1.43919123e-01    5.53090991e-02
  500.000000    2.01151550e-03    9.00896263e-02    6.02918751e-02
  600.000000    2.13268286e-03    6.02368511e-02    6.39236679e-02
  700.000000    2.22051773e-03    4.11851522e-02    6.65563738e-02
  800.000000    2.28369434e-03    2.84512967e-02    6.84499890e-02
  900.000000    2.32923734e-03    1.99426876e-02    6.98150657e-02
 1000.000000    2.36227384e-03    1.41833973e-02    7.08052805e-02
 1100.000000    2.38627605e-03    1.01606411e-02    7.15247076e-02
 1200.000000    2.40367082e-03    7.28950302e-03    7.20460872e-02
 1300.000000    2.41625737e-03    5.23638492e-03    7.24233482e-02
 1400.000000    2.42537335e-03    3.77277172e-03    7.26965850e-02
 1500.000000    2.43198416e-03    2.72568648e-03    7.28947331e-02
 1600.000000    2.43677814e-03    1.97121949e-03    7.30384246e-02
 1700.000000    2.44025221e-03    1.42568165e-03    7.31425541e-02
 1800.000000    2.44276922e-03    1.03145626e-03    7.32179975e-02
 1900.000000    2.44459339e-03    7.46765225e-04    7.32726741e-02
 2000.000000    2.44591576e-03    5.40933760e-04    7.33123098e-02
 2100.000000    2.44687427e-03    3.91884159e-04    7.33410397e-02
 2200.000000    2.44756894e-03    2.83901024e-04    7.33618613e-02
 2300.000000    2.44807239e-03    2.05692484e-04    7.33769513e-02
 2400.000000    2.44843728e-03    1.49052947e-04    7.33878884e-02
 2500.000000    2.44870176e-03    1.08019763e-04    7.33958157e-02
 2600.000000    2.44889345e-03    7.82833153e-05    7.34015614e-02
 2700.000000    2.44903239e-03    5.67327949e-05    7.34057256e-02
 2800.000000    2.44913308e-03    4.11160633e-05    7.34087438e-02
 2900.000000    2.44920606e-03    2.97991895e-05    7.34109313e-02
 3000.000000    2.44925896e-03    2.15975155e-05    7.34125168e-02
 3100.000000    2.44929730e-03    1.56531731e-05    7.34136659e-02
 3200.000000    2.44932509e-03    1.13449135e-05    7.34144988e-02
 3300.000000    2.44934522e-03    8.22249059e-06    7.34151025e-02
