        Time                 U                 r                K
  100.000000    8.75898086e-04               inf    1.58818118e-02
  200.000000    1.50853778e-03    7.22275465e-01    2.73528549e-02
  300.000000    1.96295694e-03    3.01231539e-01    3.55923974e-02
  400.000000    2.34998635e-03    1.97166531e-01    4.26100269e-02
  500.000000    2.64821312e-03    1.26905745e-01    4.80174842e-02
  600.000000    2.89034623e-03    9.14326396e-02    5.24078495e-02
  700.000000    3.09297701e-03    7.01060554e-02    5.60819571e-02
  800.000000    3.25282974e-03    5.16824842e-02    5.89804119e-02
  900.000000    3.38694913e-03    4.12316039e-02    6.14122689e-02
 1000.000000    3.49617712e-03    3.22496697e-02    6.33927943e-02
 1100.000000    3.58501223e-03    2.54092119e-02    6.50035552e-02
 1200.000000    3.65903990e-03    2.06492106e-02    6.63458274e-02
 1300.000000    3.71907870e-03    1.64083469e-02    6.74344527e-02
 1400.000000    3.76866551e-03    1.33330909e-02    6.83335624e-02
 1500.000000    3.80949095e-03    1.08328636e-02    6.90738106e-02
 1600.000000    3.84284365e-03    8.75516008e-03    6.96785628e-02
 1700.000000    3.87042253e-03    7.17668586e-03    7.01786240e-02
 1800.000000    3.89301703e-03    5.83773364e-03    7.05883081e-02
 1900.000000    3.91159222e-03    4.77141307e-03    7.09251141e-02
 2000.000000    3.92689589e-03    3.91238881e-03    7.12026007e-02
 2100.000000    3.93944342e-03    3.19528002e-03    7.14301129e-02
 2200.000000    3.94977836e-03    2.62345004e-03    7.16175063e-02
 2300.000000    3.95827138e-03    2.15025344e-03    7.17715021e-02
 2400.000000    3.96524922e-03    1.76285098e-03    7.18980245e-02
 2500.000000    3.97099278e-03    1.44847212e-03    7.20021668e-02
 2600.000000    3.97571052e-03    1.18805121e-03    7.20877091e-02
 2700.000000    3.97959084e-03    9.76007106e-04    7.21580672e-02
 2800.000000    3.98278168e-03    8.01801074e-04    7.22159236e-02
 2900.000000    3.98540393e-03    6.58397378e-04    7.22634704e-02
 3000.000000    3.98756088e-03    5.41212108e-04    7.23025802e-02
 3100.000000    3.98933386e-03    4.44626148e-04    7.23347279e-02
 3200.000000    3.99079157e-03    3.65402133e-04    7.23611591e-02
 3300.000000    3.99199028e-03    3.00369230e-04    7.23828942e-02
 3400.000000    3.99297564e-03    2.46834940e-04    7.24007608e-02
 3500.000000    3.99378591e-03    2.02922307e-04    7.24154525e-02
 3600.000000    3.99445207e-03    1.66801009e-04    7.24275315e-02
 3700.000000    3.99499976e-03    1.37111373e-04    7.24374622e-02
 3800.000000    3.99545010e-03    1.12725623e-04    7.24456277e-02
 3900.000000    3.99582033e-03    9.26645888e-05    7.24523409e-02
 4000.000000    3.99612475e-03    7.61827321e-05    7.24578605e-02
 4100.000000    3.99637503e-03    6.26325495e-05    7.24623987e-02
 4200.000000    3.99658081e-03    5.14906715e-05    7.24661298e-02
 4300.000000    3.99675000e-03    4.23342493e-05    7.24691976e-02
 4400.000000    3.99688911e-03    3.48045886e-05    7.24717199e-02
 4500.000000    3.99700348e-03    2.86148861e-05    7.24737937e-02
 4600.000000    3.99709751e-03    2.35264360e-05    7.24754987e-02
 4700.000000    3.99717483e-03    1.93423895e-05    7.24769006e-02
 4800.000000    3.99723839e-03    1.59029278e-05    7.24780532e-02
 4900.000000    3.99729066e-03    1.30749539e-05    7.24790008e-02
 5000.000000    3.99733363e-03    1.07498788e-05    7.24797799e-02
 5100.000000    3.99736896e-03    8.83838077e-06    7.24804205e-02
