        Time                 U                 r                K
  100.000000    8.88727339e-04               inf    1.61144323e-02
  200.000000    1.53093529e-03    7.22615272e-01    2.77589671e-02
  300.000000    1.99423672e-03    3.02626400e-01    3.61595634e-02
  400.000000    2.38830674e-03    1.97604433e-01    4.33048534e-02
  500.000000    2.69324403e-03    1.27679281e-01    4.88339860e-02
  600.000000    2.94063925e-03    9.18577103e-02    5.33197641e-02
  700.000000    3.14819777e-03    7.05827869e-02    5.70832217e-02
  800.000000    3.31230243e-03    5.21265414e-02    6.00587726e-02
  900.000000    3.44995192e-03    4.15570410e-02    6.25546374e-02
 1000.000000    3.56249326e-03    3.26211339e-02    6.45952407e-02
 1100.000000    3.65402382e-03    2.56928374e-02    6.62548757e-02
 1200.000000    3.73045493e-03    2.09169693e-02    6.76407269e-02
 1300.000000    3.79259815e-03    1.66583497e-02    6.87675097e-02
 1400.000000    3.84393399e-03    1.35357969e-02    6.96983328e-02
 1500.000000    3.88632606e-03    1.10283056e-02    7.04669873e-02
 1600.000000    3.92099581e-03    8.92095573e-03    7.10956202e-02
 1700.000000    3.94970582e-03    7.32212383e-03    7.16161911e-02
 1800.000000    3.97328463e-03    5.96976157e-03    7.20437227e-02
 1900.000000    3.99268553e-03    4.88283630e-03    7.23955004e-02
 2000.000000    4.00870468e-03    4.01212645e-03    7.26859603e-02
 2100.000000    4.02186057e-03    3.28182854e-03    7.29245032e-02
 2200.000000    4.03271121e-03    2.69791654e-03    7.31212474e-02
 2300.000000    4.04164726e-03    2.21589250e-03    7.32832762e-02
 2400.000000    4.04899895e-03    1.81898353e-03    7.34165773e-02
 2500.000000    4.05506108e-03    1.49719168e-03    7.35264960e-02
 2600.000000    4.06004955e-03    1.23018221e-03    7.36169470e-02
 2700.000000    4.06415851e-03    1.01204722e-03    7.36914508e-02
 2800.000000    4.06754378e-03    8.32958746e-04    7.37528327e-02
 2900.000000    4.07033027e-03    6.85053449e-04    7.38033574e-02
 3000.000000    4.07262611e-03    5.64043537e-04    7.38449857e-02
 3100.000000    4.07451665e-03    4.64206877e-04    7.38792650e-02
 3200.000000    4.07607348e-03    3.82087985e-04    7.39074934e-02
 3300.000000    4.07735594e-03    3.14632653e-04    7.39307471e-02
 3400.000000    4.07841194e-03    2.58989490e-04    7.39498944e-02
 3500.000000    4.07928171e-03    2.13262478e-04    7.39656651e-02
 3600.000000    4.07999805e-03    1.75605747e-04    7.39786539e-02
 3700.000000    4.08058796e-03    1.44585903e-04    7.39893502e-02
 3800.000000    4.08107385e-03    1.19072291e-04    7.39981603e-02
 3900.000000    4.08147399e-03    9.80484673e-05    7.40054157e-02
 4000.000000    4.08180354e-03    8.07427236e-05    7.40113911e-02
 4100.000000    4.08207496e-03    6.64951275e-05    7.40163125e-02
 4200.000000    4.08229849e-03    5.47579440e-05    7.40203655e-02
 4300.000000    4.08248258e-03    4.50963864e-05    7.40237035e-02
 4400.000000    4.08263420e-03    3.71386125e-05    7.40264526e-02
 4500.000000    4.08275907e-03    3.05850952e-05    7.40287168e-02
 4600.000000    4.08286191e-03    2.51890250e-05    7.40305815e-02
 4700.000000    4.08294661e-03    2.07443785e-05    7.40321172e-02
 4800.000000    4.08301636e-03    1.70844258e-05    7.40333820e-02
 4900.000000    4.08307381e-03    1.40702561e-05    7.40344236e-02
 5000.000000    4.08312112e-03    1.15877721e-05    7.40352815e-02
 5100.000000    4.08316009e-03    9.54347138e-06    7.40359881e-02
