        Time                 U                 r                K
  100.000000    9.45851656e-04               inf    1.14807206e-02
  200.000000    1.64701788e-03    7.41306751e-01    1.99914562e-02
  300.000000    2.24466827e-03    3.62868187e-01    2.72457197e-02
  400.000000    2.73196686e-03    2.17091585e-01    3.31605362e-02
  500.000000    3.15562804e-03    1.55075521e-01    3.83029236e-02
  600.000000    3.51371430e-03    1.13475433e-01    4.26493645e-02
  700.000000    3.82721844e-03    8.92230025e-02    4.64546688e-02
  800.000000    4.09713854e-03    7.05264424e-02    4.97309513e-02
  900.000000    4.33313956e-03    5.76014243e-02    5.25955250e-02
 1000.000000    4.53832531e-03    4.73526756e-02    5.50860638e-02
 1100.000000    4.71759210e-03    3.95006488e-02    5.72619991e-02
 1200.000000    4.87445199e-03    3.32499894e-02    5.91659599e-02
 1300.000000    5.01141816e-03    2.80987830e-02    6.08284514e-02
 1400.000000    5.13164695e-03    2.39909716e-02    6.22877850e-02
 1500.000000    5.23658491e-03    2.04491775e-02    6.35615190e-02
 1600.000000    5.32886126e-03    1.76214744e-02    6.46815667e-02
 1700.000000    5.40941622e-03    1.51167301e-02    6.56593405e-02
 1800.000000    5.48031082e-03    1.31057780e-02    6.65198572e-02
 1900.000000    5.54222086e-03    1.12968117e-02    6.72713195e-02
 2000.000000    5.59671731e-03    9.83296247e-03    6.79327959e-02
 2100.000000    5.64433010e-03    8.50727009e-03    6.85107185e-02
 2200.000000    5.68623751e-03    7.42469145e-03    6.90193895e-02
 2300.000000    5.72287142e-03    6.44255815e-03    6.94640509e-02
 2400.000000    5.75510670e-03    5.63270965e-03    6.98553217e-02
 2500.000000    5.78330060e-03    4.89893622e-03    7.01975385e-02
 2600.000000    5.80810050e-03    4.28819278e-03    7.04985591e-02
 2700.000000    5.82980218e-03    3.73644988e-03    7.07619734e-02
 2800.000000    5.84888440e-03    3.27321869e-03    7.09935928e-02
 2900.000000    5.86559028e-03    2.85625157e-03    7.11963684e-02
 3000.000000    5.88027452e-03    2.50345360e-03    7.13746052e-02
 3100.000000    5.89313521e-03    2.18708996e-03    7.15307079e-02
 3200.000000    5.90443594e-03    1.91760957e-03    7.16678758e-02
 3300.000000    5.91433667e-03    1.67682913e-03    7.17880506e-02
 3400.000000    5.92303403e-03    1.47055547e-03    7.18936189e-02
 3500.000000    5.93065608e-03    1.28684948e-03    7.19861352e-02
 3600.000000    5.93735012e-03    1.12871721e-03    7.20673872e-02
 3700.000000    5.94321791e-03    9.88285278e-04    7.21386103e-02
 3800.000000    5.94837024e-03    8.66925927e-04    7.22011492e-02
 3900.000000    5.95288750e-03    7.59410580e-04    7.22559795e-02
 4000.000000    5.95685330e-03    6.66198628e-04    7.23041163e-02
 4100.000000    5.96033083e-03    5.83785572e-04    7.23463264e-02
 4200.000000    5.96338342e-03    5.12151217e-04    7.23833787e-02
 4300.000000    5.96606050e-03    4.48920162e-04    7.24158730e-02
 4400.000000    5.96841021e-03    3.93845134e-04    7.24443937e-02
 4500.000000    5.97047107e-03    3.45295573e-04    7.24694084e-02
 4600.000000    5.97227976e-03    3.02938799e-04    7.24913622e-02
 4700.000000    5.97386624e-03    2.65640351e-04    7.25106188e-02
 4800.000000    5.97525849e-03    2.33057405e-04    7.25275180e-02
 4900.000000    5.97647977e-03    2.04389776e-04    7.25423418e-02
 5000.000000    5.97755148e-03    1.79321102e-04    7.25553502e-02
 5100.000000    5.97849163e-03    1.57279403e-04    7.25667617e-02
 5200.000000    5.97931660e-03    1.37989629e-04    7.25767751e-02
 5300.000000    5.98004032e-03    1.21037795e-04    7.25855597e-02
 5400.000000    5.98067536e-03    1.06193352e-04    7.25932678e-02
 5500.000000    5.98123248e-03    9.31532759e-05    7.26000301e-02
 5600.000000    5.98172132e-03    8.17289249e-05    7.26059636e-02
 5700.000000    5.98215019e-03    7.16963003e-05    7.26111692e-02
 5800.000000    5.98252649e-03    6.29035951e-05    7.26157367e-02
 5900.000000    5.98285662e-03    5.51838334e-05    7.26197439e-02
 6000.000000    5.98314629e-03    4.84162869e-05    7.26232599e-02
 6100.000000    5.98340043e-03    4.24756150e-05    7.26263446e-02
 6200.000000    5.98362341e-03    3.72666242e-05    7.26290511e-02
 6300.000000    5.98381904e-03    3.26946917e-05    7.26314257e-02
 6400.000000    5.98399069e-03    2.86852272e-05    7.26335092e-02
 6500.000000    5.98414129e-03    2.51664716e-05    7.26353371e-02
 6600.000000    5.98427342e-03    2.20802489e-05    7.26369409e-02
 6700.000000    5.98438935e-03    1.93719438e-05    7.26383480e-02
 6800.000000    5.98449106e-03    1.69963374e-05    7.26395826e-02
 6900.000000    5.98458030e-03    1.49117469e-05    7.26406658e-02
 7000.000000    5.98465859e-03    1.30831138e-05    7.26416161e-02
 7100.000000    5.98472729e-03    1.14785566e-05    7.26424500e-02
 7200.000000    5.98478756e-03    1.00709461e-05    7.26431815e-02
 7300.000000    5.98484044e-03    8.83585697e-06    7.26438234e-02
