        Time                 U                 r                K
  100.000000    8.74643690e-04               inf    1.58590671e-02
  200.000000    1.51381887e-03    7.30783501e-01    2.74486117e-02
  300.000000    1.97395607e-03    3.03957896e-01    3.57918339e-02
  400.000000    2.36577939e-03    1.98496475e-01    4.28963868e-02
  500.000000    2.66871705e-03    1.28049836e-01    4.83892621e-02
  600.000000    2.91444525e-03    9.20772779e-02    5.28448136e-02
  700.000000    3.12060213e-03    7.07362321e-02    5.65828566e-02
  800.000000    3.28343428e-03    5.21797220e-02    5.95353343e-02
  900.000000    3.42007597e-03    4.16154793e-02    6.20129258e-02
 1000.000000    3.53167739e-03    3.26312688e-02    6.40364862e-02
 1100.000000    3.62243504e-03    2.56981735e-02    6.56821070e-02
 1200.000000    3.69820420e-03    2.09166372e-02    6.70559558e-02
 1300.000000    3.75975451e-03    1.66432962e-02    6.81719879e-02
 1400.000000    3.81060952e-03    1.35261509e-02    6.90940925e-02
 1500.000000    3.85257242e-03    1.10121241e-02    6.98549652e-02
 1600.000000    3.88687932e-03    8.90493284e-03    7.04770190e-02
 1700.000000    3.91528432e-03    7.30791879e-03    7.09920593e-02
 1800.000000    3.93859515e-03    5.95380302e-03    7.14147321e-02
 1900.000000    3.95777351e-03    4.86933979e-03    7.17624746e-02
 2000.000000    3.97360097e-03    3.99908242e-03    7.20494587e-02
 2100.000000    3.98659320e-03    3.26963512e-03    7.22850341e-02
 2200.000000    3.99730665e-03    2.68736985e-03    7.24792908e-02
 2300.000000    4.00612460e-03    2.20597253e-03    7.26391781e-02
 2400.000000    4.01337694e-03    1.81031401e-03    7.27706778e-02
 2500.000000    4.01935486e-03    1.48949910e-03    7.28790697e-02
 2600.000000    4.02427164e-03    1.22327550e-03    7.29682208e-02
 2700.000000    4.02832037e-03    1.00607865e-03    7.30416326e-02
 2800.000000    4.03165448e-03    8.27666519e-04    7.31020867e-02
 2900.000000    4.03439778e-03    6.80440966e-04    7.31518284e-02
 3000.000000    4.03665724e-03    5.60047276e-04    7.31927969e-02
 3100.000000    4.03851697e-03    4.60711512e-04    7.32265176e-02
 3200.000000    4.04004788e-03    3.79077877e-04    7.32542762e-02
 3300.000000    4.04130849e-03    3.12026717e-04    7.32771335e-02
 3400.000000    4.04234605e-03    2.56739684e-04    7.32959466e-02
 3500.000000    4.04320033e-03    2.11332126e-04    7.33114364e-02
 3600.000000    4.04390362e-03    1.73943252e-04    7.33241884e-02
 3700.000000    4.04448255e-03    1.43162045e-04    7.33346857e-02
 3800.000000    4.04495921e-03    1.17853402e-04    7.33433284e-02
 3900.000000    4.04535159e-03    9.70051529e-05    7.33504431e-02
 4000.000000    4.04567462e-03    7.98529197e-05    7.33563004e-02
 4100.000000    4.04594057e-03    6.57357363e-05    7.33611225e-02
 4200.000000    4.04615950e-03    5.41111033e-05    7.33650921e-02
 4300.000000    4.04633974e-03    4.45461840e-05    7.33683603e-02
 4400.000000    4.04648812e-03    3.66706546e-05    7.33710507e-02
 4500.000000    4.04661027e-03    3.01878166e-05    7.33732656e-02
 4600.000000    4.04671084e-03    2.48518880e-05    7.33750891e-02
 4700.000000    4.04679363e-03    2.04585083e-05    7.33765903e-02
 4800.000000    4.04686179e-03    1.68422962e-05    7.33778261e-02
 4900.000000    4.04691790e-03    1.38652400e-05    7.33788435e-02
 5000.000000    4.04696409e-03    1.14143420e-05    7.33796811e-02
 5100.000000    4.04700212e-03    9.39684574e-06    7.33803706e-02
