        Time                 U                 r                K
  100.000000    1.93940854e-07               inf    3.45595425e-03
  200.000000    1.97067181e-07    1.61200011e-02    3.51166424e-03
  300.000000    1.94431616e-07    1.33739393e-02    3.46469945e-03
  400.000000    1.93565086e-07    4.45673371e-03    3.44925821e-03
  500.000000    1.93370811e-07    1.00366978e-03    3.44579629e-03
  600.000000    1.93349612e-07    1.09628937e-04    3.44541854e-03
  700.000000    1.93345184e-07    2.29040748e-05    3.44533962e-03
  800.000000    1.93341598e-07    1.85424600e-05    3.44527574e-03
  900.000000    1.93339082e-07    1.30133651e-05    3.44523090e-03
 1000.000000    1.93337687e-07    7.21686906e-06    3.44520604e-03
