        Time                 U                 r                K
  100.000000    9.21007519e-08               inf    4.05276287e-03
  200.000000    8.95622130e-08    2.75626298e-02    3.94105806e-03
  300.000000    8.88263982e-08    8.21568256e-03    3.90867958e-03
  400.000000    8.86586228e-08    1.88880206e-03    3.90129686e-03
  500.000000    8.86106002e-08    5.41656657e-04    3.89918370e-03
  600.000000    8.85934935e-08    1.93055376e-04    3.89843094e-03
  700.000000    8.85866928e-08    7.67630206e-05    3.89813168e-03
  800.000000    8.85837887e-08    3.27826249e-05    3.89800389e-03
  900.000000    8.85824699e-08    1.48874361e-05    3.89794586e-03
 1000.000000    8.85818367e-08    7.14788132e-06    3.89791800e-03
