        Time                 U                 r                K
  100.000000    5.24213903e-08               inf    4.52118789e-03
  200.000000    5.12420382e-08    2.24975353e-02    4.41947231e-03
  300.000000    5.09693655e-08    5.32127021e-03    4.39595510e-03
  400.000000    5.08921446e-08    1.51504446e-03    4.38929503e-03
  500.000000    5.08668133e-08    4.97745902e-04    4.38711028e-03
  600.000000    5.08575892e-08    1.81338757e-04    4.38631473e-03
  700.000000    5.08539670e-08    7.12214610e-05    4.38600233e-03
  800.000000    5.08524598e-08    2.96387916e-05    4.38587233e-03
  900.000000    5.08518012e-08    1.29504914e-05    4.38581553e-03
 1000.000000    5.08515005e-08    5.91346850e-06    4.38578960e-03
