        Time                 U                 r                K
  100.000000    4.19908918e-07               inf    2.26349305e-03
  200.000000    5.14090676e-07    2.24290922e-01    2.77117400e-03
  300.000000    5.45810799e-07    6.17014162e-02    2.94215936e-03
  400.000000    5.54671905e-07    1.62347571e-02    2.98992460e-03
  500.000000    5.58080096e-07    6.14451718e-03    3.00829624e-03
  600.000000    5.60484241e-07    4.30788565e-03    3.02125564e-03
  700.000000    5.61995189e-07    2.69579016e-03    3.02940031e-03
  800.000000    5.62885461e-07    1.58412820e-03    3.03419927e-03
  900.000000    5.63417377e-07    9.44979625e-04    3.03706653e-03
 1000.000000    5.63665260e-07    4.39965068e-04    3.03840273e-03
 1100.000000    5.63777798e-07    1.99653770e-04    3.03900936e-03
 1200.000000    5.63841386e-07    1.12788943e-04    3.03935212e-03
 1300.000000    5.63878956e-07    6.66308525e-05    3.03955464e-03
 1400.000000    5.63901609e-07    4.01740801e-05    3.03967675e-03
 1500.000000    5.63916028e-07    2.55702327e-05    3.03975448e-03
 1600.000000    5.63924927e-07    1.57805969e-05    3.03980244e-03
 1700.000000    5.63929999e-07    8.99477571e-06    3.03982979e-03
