        Time                 U                 r                K
  100.000000    4.33581687e-07               inf    2.33719527e-03
  200.000000    5.33384101e-07    2.30181341e-01    2.87517401e-03
  300.000000    5.66998954e-07    6.30218489e-02    3.05637280e-03
  400.000000    5.76844873e-07    1.73649693e-02    3.10944662e-03
  500.000000    5.80981727e-07    7.17151848e-03    3.13174607e-03
  600.000000    5.83820048e-07    4.88538770e-03    3.14704586e-03
  700.000000    5.85539228e-07    2.94470919e-03    3.15631300e-03
  800.000000    5.86532163e-07    1.69576120e-03    3.16166535e-03
  900.000000    5.87110320e-07    9.85720747e-04    3.16478187e-03
 1000.000000    5.87380807e-07    4.60709799e-04    3.16623992e-03
 1100.000000    5.87511591e-07    2.22656647e-04    3.16694490e-03
 1200.000000    5.87589159e-07    1.32026769e-04    3.16736302e-03
 1300.000000    5.87635863e-07    7.94844861e-05    3.16761478e-03
 1400.000000    5.87664256e-07    4.83181824e-05    3.16776783e-03
 1500.000000    5.87682107e-07    3.03757566e-05    3.16786406e-03
 1600.000000    5.87692914e-07    1.83884673e-05    3.16792231e-03
 1700.000000    5.87699049e-07    1.04399917e-05    3.16795538e-03
 1800.000000    5.87702470e-07    5.82021372e-06    3.16797382e-03
