        Time                 U                 r                K
  100.000000    4.35769275e-07               inf    2.34898733e-03
  200.000000    5.36205684e-07    2.30480702e-01    2.89038358e-03
  300.000000    5.69995026e-07    6.30156353e-02    3.07252294e-03
  400.000000    5.79967780e-07    1.74962132e-02    3.12628045e-03
  500.000000    5.84223565e-07    7.33796822e-03    3.14922100e-03
  600.000000    5.87131772e-07    4.97789969e-03    3.16489751e-03
  700.000000    5.88880375e-07    2.97821204e-03    3.17432324e-03
  800.000000    5.89886998e-07    1.70938518e-03    3.17974938e-03
  900.000000    5.90469768e-07    9.87934624e-04    3.18289077e-03
 1000.000000    5.90743172e-07    4.63028703e-04    3.18436454e-03
 1100.000000    5.90877180e-07    2.26845795e-04    3.18508690e-03
 1200.000000    5.90957184e-07    1.35398476e-04    3.18551815e-03
 1300.000000    5.91005409e-07    8.16048492e-05    3.18577811e-03
 1400.000000    5.91034756e-07    4.96570568e-05    3.18593630e-03
 1500.000000    5.91053150e-07    3.11219192e-05    3.18603546e-03
 1600.000000    5.91064242e-07    1.87662941e-05    3.18609525e-03
 1700.000000    5.91070540e-07    1.06546178e-05    3.18612919e-03
 1800.000000    5.91074066e-07    5.96549458e-06    3.18614820e-03
