        Time                 U                 r                K
  100.000000    9.10830790e-08               inf    4.00798162e-03
  200.000000    8.86077279e-08    2.71768490e-02    3.89905731e-03
  300.000000    8.78818333e-08    8.19222769e-03    3.86711534e-03
  400.000000    8.77114478e-08    1.93880167e-03    3.85961777e-03
  500.000000    8.76611708e-08    5.73208835e-04    3.85740540e-03
  600.000000    8.76428330e-08    2.09190404e-04    3.85659847e-03
  700.000000    8.76353843e-08    8.49886948e-05    3.85627070e-03
  800.000000    8.76321373e-08    3.70516429e-05    3.85612782e-03
  900.000000    8.76306344e-08    1.71495910e-05    3.85606169e-03
 1000.000000    8.76299002e-08    8.37868041e-06    3.85602938e-03
