        Time                 U                 r                K
  100.000000    4.26257809e-07               inf    2.29771636e-03
  200.000000    5.23519588e-07    2.28175948e-01    2.82199997e-03
  300.000000    5.56319210e-07    6.26521379e-02    2.99880430e-03
  400.000000    5.65742307e-07    1.69382920e-02    3.04959892e-03
  500.000000    5.69575736e-07    6.77592820e-03    3.07026278e-03
  600.000000    5.72240412e-07    4.67835165e-03    3.08462655e-03
  700.000000    5.73870816e-07    2.84915978e-03    3.09341515e-03
  800.000000    5.74815036e-07    1.64535319e-03    3.09850491e-03
  900.000000    5.75370642e-07    9.66580588e-04    3.10149986e-03
 1000.000000    5.75629424e-07    4.49766896e-04    3.10289481e-03
 1100.000000    5.75751489e-07    2.12054045e-04    3.10355280e-03
 1200.000000    5.75822868e-07    1.23975509e-04    3.10393756e-03
 1300.000000    5.75865616e-07    7.42391509e-05    3.10416799e-03
 1400.000000    5.75891516e-07    4.49744137e-05    3.10430760e-03
 1500.000000    5.75907869e-07    2.83961382e-05    3.10439575e-03
 1600.000000    5.75917824e-07    1.72869774e-05    3.10444942e-03
 1700.000000    5.75923473e-07    9.80775037e-06    3.10447987e-03
