        Time                 U                 r                K
  100.000000    1.38650407e-07               inf    3.69079735e-03
  200.000000    1.36728283e-07    1.38630963e-02    3.63963147e-03
  300.000000    1.34954200e-07    1.29752444e-02    3.59240636e-03
  400.000000    1.34521839e-07    3.20376086e-03    3.58089715e-03
  500.000000    1.34436321e-07    6.35722207e-04    3.57862070e-03
  600.000000    1.34412200e-07    1.79423236e-04    3.57797861e-03
  700.000000    1.34401724e-07    7.79415444e-05    3.57769973e-03
  800.000000    1.34396716e-07    3.72573592e-05    3.57756644e-03
  900.000000    1.34394316e-07    1.78570803e-05    3.57750255e-03
 1000.000000    1.34393133e-07    8.80560613e-06    3.57747105e-03
