        Time             u_ref                 u                r
 1000.000000    1.00093429e-02    9.88755131e-03    6.30574400e-01
 2000.000000    1.00093429e-02    9.94029807e-03    4.30674163e-01
 3000.000000    1.00093429e-02    9.96595254e-03    2.87522298e-01
 4000.000000    1.00093429e-02    9.98143164e-03    1.90442299e-01
 5000.000000    1.00093429e-02    9.99137783e-03    1.25851935e-01
 6000.000000    1.00093429e-02    9.99788996e-03    8.31155450e-02
 7000.000000    1.00093429e-02    1.00021764e-02    5.48839505e-02
 8000.000000    1.00093429e-02    1.00050016e-02    3.62428256e-02
 9000.000000    1.00093429e-02    1.00068636e-02    2.39359330e-02
 10000.000000    1.00093429e-02    1.00080900e-02    1.58113064e-02
 11000.000000    1.00093429e-02    1.00088970e-02    1.04478305e-02
 12000.000000    1.00093429e-02    1.00094271e-02    6.90757472e-03
 13000.000000    1.00093429e-02    1.00097744e-02    4.57182352e-03
 14000.000000    1.00093429e-02    1.00100010e-02    3.03006325e-03
 15000.000000    1.00093429e-02    1.00101478e-02    2.01248072e-03
 16000.000000    1.00093429e-02    1.00102421e-02    1.34129508e-03
 17000.000000    1.00093429e-02    1.00103017e-02    8.99555822e-04
 18000.000000    1.00093429e-02    1.00103383e-02    6.09235193e-04
 19000.000000    1.00093429e-02    1.00103598e-02    4.19339806e-04
 20000.000000    1.00093429e-02    1.00103713e-02    2.96431340e-04
 21000.000000    1.00093429e-02    1.00103761e-02    2.18429199e-04
 22000.000000    1.00093429e-02    1.00103767e-02    1.70741383e-04
 23000.000000    1.00093429e-02    1.00103743e-02    1.43640005e-04
 24000.000000    1.00093429e-02    1.00103701e-02    1.30235942e-04
 25000.000000    1.00093429e-02    1.00103646e-02    1.24892582e-04
 26000.000000    1.00093429e-02    1.00103583e-02    1.23328017e-04
 27000.000000    1.00093429e-02    1.00103514e-02    1.23113892e-04
 28000.000000    1.00093429e-02    1.00103442e-02    1.23206373e-04
 29000.000000    1.00093429e-02    1.00103367e-02    1.23312099e-04
 30000.000000    1.00093429e-02    1.00103291e-02    1.23293443e-04
 31000.000000    1.00093429e-02    1.00103213e-02    1.23180810e-04
 32000.000000    1.00093429e-02    1.00103135e-02    1.23016539e-04
 33000.000000    1.00093429e-02    1.00103057e-02    1.22792698e-04
