        Time             u_ref                 u                r
 34000.000000    1.00093429e-02    1.00102978e-02    1.22529529e-04
 35000.000000    1.00093429e-02    1.00102899e-02    1.22247558e-04
 36000.000000    1.00093429e-02    1.00102820e-02    1.21964204e-04
 37000.000000    1.00093429e-02    1.00102741e-02    1.21672732e-04
 38000.000000    1.00093429e-02    1.00102662e-02    1.21375900e-04
 39000.000000    1.00093429e-02    1.00102583e-02    1.21075531e-04
 40000.000000    1.00093429e-02    1.00102503e-02    1.20772825e-04
 41000.000000    1.00093429e-02    1.00102424e-02    1.20468578e-04
 42000.000000    1.00093429e-02    1.00102345e-02    1.20163313e-04
 43000.000000    1.00093429e-02    1.00102266e-02    1.19865398e-04
 44000.000000    1.00093429e-02    1.00102186e-02    1.19591009e-04
 45000.000000    1.00093429e-02    1.00102107e-02    1.19316442e-04
 46000.000000    1.00093429e-02    1.00102028e-02    1.19041758e-04
 47000.000000    1.00093429e-02    1.00101948e-02    1.18766996e-04
 48000.000000    1.00093429e-02    1.00101869e-02    1.18492184e-04
 49000.000000    1.00093429e-02    1.00101790e-02    1.18217338e-04
 50000.000000    1.00093429e-02    1.00101710e-02    1.17969711e-04
 51000.000000    1.00093429e-02    1.00101631e-02    1.17727137e-04
 52000.000000    1.00093429e-02    1.00101552e-02    1.17484560e-04
 53000.000000    1.00093429e-02    1.00101472e-02    1.17241980e-04
 54000.000000    1.00093429e-02    1.00101393e-02    1.16999400e-04
 55000.000000    1.00093429e-02    1.00101314e-02    1.16758273e-04
 56000.000000    1.00093429e-02    1.00101235e-02    1.16548016e-04
 57000.000000    1.00093429e-02    1.00101155e-02    1.16337761e-04
 58000.000000    1.00093429e-02    1.00101076e-02    1.16127506e-04
 59000.000000    1.00093429e-02    1.00100997e-02    1.15917251e-04
 60000.000000    1.00093429e-02    1.00100917e-02    1.15706997e-04
 61000.000000    1.00093429e-02    1.00100838e-02    1.15521959e-04
 62000.000000    1.00093429e-02    1.00100759e-02    1.15344031e-04
 63000.000000    1.00093429e-02    1.00100679e-02    1.15166104e-04
 64000.000000    1.00093429e-02    1.00100600e-02    1.14988178e-04
 65000.000000    1.00093429e-02    1.00100521e-02    1.14810252e-04
 66000.000000    1.00093429e-02    1.00100441e-02    1.14661914e-04
 67000.000000    1.00093429e-02    1.00100362e-02    1.14516315e-04
 68000.000000    1.00093429e-02    1.00100283e-02    1.14370716e-04
 69000.000000    1.00093429e-02    1.00100204e-02    1.14225118e-04
 70000.000000    1.00093429e-02    1.00100124e-02    1.14093396e-04
 71000.000000    1.00093429e-02    1.00100045e-02    1.13980124e-04
 72000.000000    1.00093429e-02    1.00099966e-02    1.13866853e-04
 73000.000000    1.00093429e-02    1.00099886e-02    1.13753582e-04
 74000.000000    1.00093429e-02    1.00099807e-02    1.13647629e-04
 75000.000000    1.00093429e-02    1.00099728e-02    1.13566684e-04
 76000.000000    1.00093429e-02    1.00099648e-02    1.13485740e-04
 77000.000000    1.00093429e-02    1.00099569e-02    1.13404796e-04
 78000.000000    1.00093429e-02    1.00099490e-02    1.13333535e-04
 79000.000000    1.00093429e-02    1.00099410e-02    1.13284917e-04
 80000.000000    1.00093429e-02    1.00099331e-02    1.13236299e-04
 81000.000000    1.00093429e-02    1.00099252e-02    1.13187682e-04
 82000.000000    1.00093429e-02    1.00099173e-02    1.13157697e-04
 83000.000000    1.00093429e-02    1.00099093e-02    1.13141406e-04
 84000.000000    1.00093429e-02    1.00099014e-02    1.13125115e-04
 85000.000000    1.00093429e-02    1.00098935e-02    1.13110668e-04
 86000.000000    1.00093429e-02    1.00098855e-02    1.13126703e-04
 87000.000000    1.00093429e-02    1.00098776e-02    1.13142738e-04
 88000.000000    1.00093429e-02    1.00098697e-02    1.13158773e-04
 89000.000000    1.00093429e-02    1.00098617e-02    1.13196954e-04
 90000.000000    1.00093429e-02    1.00098538e-02    1.13245315e-04
 91000.000000    1.00093429e-02    1.00098459e-02    1.13293677e-04
 92000.000000    1.00093429e-02    1.00098380e-02    1.13357041e-04
 93000.000000    1.00093429e-02    1.00098300e-02    1.13437728e-04
 94000.000000    1.00093429e-02    1.00098221e-02    1.13518415e-04
 95000.000000    1.00093429e-02    1.00098142e-02    1.13610385e-04
 96000.000000    1.00093429e-02    1.00098062e-02    1.13723398e-04
 97000.000000    1.00093429e-02    1.00097983e-02    1.13836410e-04
 98000.000000    1.00093429e-02    1.00097904e-02    1.13960568e-04
 99000.000000    1.00093429e-02    1.00097824e-02    1.14105906e-04
