        Time             u_ref                 u                r
 1000.000000    9.96525204e-03    9.93957324e-03    2.38969376e-01
 2000.000000    9.96525204e-03    9.95960760e-03    5.23193848e-02
 3000.000000    9.96525204e-03    9.96392279e-03    1.15414530e-02
 4000.000000    9.96525204e-03    9.96486557e-03    2.66665957e-03
 5000.000000    9.96525204e-03    9.96507449e-03    7.34955447e-04
 6000.000000    9.96525204e-03    9.96512370e-03    3.14203503e-04
 7000.000000    9.96525204e-03    9.96513816e-03    2.22264146e-04
 8000.000000    9.96525204e-03    9.96514505e-03    2.01880767e-04
 9000.000000    9.96525204e-03    9.96515029e-03    1.97069333e-04
 10000.000000    9.96525204e-03    9.96515517e-03    1.95646645e-04
 11000.000000    9.96525204e-03    9.96515998e-03    1.94961408e-04
 12000.000000    9.96525204e-03    9.96516477e-03    1.94436654e-04
 13000.000000    9.96525204e-03    9.96516956e-03    1.93946823e-04
 14000.000000    9.96525204e-03    9.96517434e-03    1.93464591e-04
 15000.000000    9.96525204e-03    9.96517913e-03    1.92984014e-04
 16000.000000    9.96525204e-03    9.96518392e-03    1.92503795e-04
 17000.000000    9.96525204e-03    9.96518870e-03    1.92023655e-04
 18000.000000    9.96525204e-03    9.96519349e-03    1.91543532e-04
 19000.000000    9.96525204e-03    9.96519827e-03    1.91063412e-04
 20000.000000    9.96525204e-03    9.96520306e-03    1.90583292e-04
 21000.000000    9.96525204e-03    9.96520784e-03    1.90103173e-04
 22000.000000    9.96525204e-03    9.96521263e-03    1.89623053e-04
 23000.000000    9.96525204e-03    9.96521742e-03    1.89142932e-04
 24000.000000    9.96525204e-03    9.96522220e-03    1.88662812e-04
 25000.000000    9.96525204e-03    9.96522699e-03    1.88182691e-04
 26000.000000    9.96525204e-03    9.96523177e-03    1.87702569e-04
 27000.000000    9.96525204e-03    9.96523656e-03    1.87222448e-04
 28000.000000    9.96525204e-03    9.96524134e-03    1.86742326e-04
 29000.000000    9.96525204e-03    9.96524613e-03    1.86262203e-04
 30000.000000    9.96525204e-03    9.96525092e-03    1.85782081e-04
 31000.000000    9.96525204e-03    9.96525570e-03    1.85316954e-04
 32000.000000    9.96525204e-03    9.96526049e-03    1.84856432e-04
 33000.000000    9.96525204e-03    9.96526527e-03    1.84399389e-04
 34000.000000    9.96525204e-03    9.96527006e-03    1.83958468e-04
 35000.000000    9.96525204e-03    9.96527484e-03    1.83523977e-04
 36000.000000    9.96525204e-03    9.96527963e-03    1.83102657e-04
 37000.000000    9.96525204e-03    9.96528442e-03    1.82681651e-04
 38000.000000    9.96525204e-03    9.96528920e-03    1.82279932e-04
 39000.000000    9.96525204e-03    9.96529399e-03    1.81878213e-04
 40000.000000    9.96525204e-03    9.96529877e-03    1.81492588e-04
 41000.000000    9.96525204e-03    9.96530356e-03    1.81110470e-04
 42000.000000    9.96525204e-03    9.96530834e-03    1.80737180e-04
 43000.000000    9.96525204e-03    9.96531313e-03    1.80374663e-04
 44000.000000    9.96525204e-03    9.96531792e-03    1.80012901e-04
 45000.000000    9.96525204e-03    9.96532270e-03    1.79669985e-04
 46000.000000    9.96525204e-03    9.96532749e-03    1.79327069e-04
 47000.000000    9.96525204e-03    9.96533227e-03    1.78994147e-04
 48000.000000    9.96525204e-03    9.96533706e-03    1.78670831e-04
 49000.000000    9.96525204e-03    9.96534184e-03    1.78347516e-04
 50000.000000    9.96525204e-03    9.96534663e-03    1.78041651e-04
 51000.000000    9.96525204e-03    9.96535142e-03    1.77737936e-04
 52000.000000    9.96525204e-03    9.96535620e-03    1.77437273e-04
 53000.000000    9.96525204e-03    9.96536099e-03    1.77153159e-04
 54000.000000    9.96525204e-03    9.96536577e-03    1.76869045e-04
 55000.000000    9.96525204e-03    9.96537056e-03    1.76590894e-04
 56000.000000    9.96525204e-03    9.96537535e-03    1.76326380e-04
 57000.000000    9.96525204e-03    9.96538013e-03    1.76061867e-04
 58000.000000    9.96525204e-03    9.96538492e-03    1.75803681e-04
 59000.000000    9.96525204e-03    9.96538970e-03    1.75558769e-04
 60000.000000    9.96525204e-03    9.96539449e-03    1.75313856e-04
 61000.000000    9.96525204e-03    9.96539927e-03    1.75072889e-04
 62000.000000    9.96525204e-03    9.96540406e-03    1.74847577e-04
 63000.000000    9.96525204e-03    9.96540885e-03    1.74622265e-04
 64000.000000    9.96525204e-03    9.96541363e-03    1.74396952e-04
 65000.000000    9.96525204e-03    9.96541842e-03    1.74189819e-04
 66000.000000    9.96525204e-03    9.96542320e-03    1.73984108e-04
 67000.000000    9.96525204e-03    9.96542799e-03    1.73778396e-04
 68000.000000    9.96525204e-03    9.96543278e-03    1.73582226e-04
 69000.000000    9.96525204e-03    9.96543756e-03    1.73396115e-04
 70000.000000    9.96525204e-03    9.96544235e-03    1.73210004e-04
 71000.000000    9.96525204e-03    9.96544713e-03    1.73023893e-04
 72000.000000    9.96525204e-03    9.96545192e-03    1.72854733e-04
 73000.000000    9.96525204e-03    9.96545670e-03    1.72688223e-04
 74000.000000    9.96525204e-03    9.96546149e-03    1.72521712e-04
 75000.000000    9.96525204e-03    9.96546628e-03    1.72356048e-04
 76000.000000    9.96525204e-03    9.96547106e-03    1.72209138e-04
 77000.000000    9.96525204e-03    9.96547585e-03    1.72062228e-04
 78000.000000    9.96525204e-03    9.96548063e-03    1.71915318e-04
 79000.000000    9.96525204e-03    9.96548542e-03    1.71768476e-04
 80000.000000    9.96525204e-03    9.96549021e-03    1.71641167e-04
 81000.000000    9.96525204e-03    9.96549499e-03    1.71513857e-04
 82000.000000    9.96525204e-03    9.96549978e-03    1.71386548e-04
 83000.000000    9.96525204e-03    9.96550456e-03    1.71259238e-04
 84000.000000    9.96525204e-03    9.96550935e-03    1.71146089e-04
 85000.000000    9.96525204e-03    9.96551414e-03    1.71038380e-04
 86000.000000    9.96525204e-03    9.96551892e-03    1.70930671e-04
 87000.000000    9.96525204e-03    9.96552371e-03    1.70822962e-04
 88000.000000    9.96525204e-03    9.96552849e-03    1.70718709e-04
 89000.000000    9.96525204e-03    9.96553328e-03    1.70630601e-04
 90000.000000    9.96525204e-03    9.96553806e-03    1.70542493e-04
 91000.000000    9.96525204e-03    9.96554285e-03    1.70454385e-04
 92000.000000    9.96525204e-03    9.96554764e-03    1.70366276e-04
 93000.000000    9.96525204e-03    9.96555242e-03    1.70284738e-04
 94000.000000    9.96525204e-03    9.96555721e-03    1.70216231e-04
 95000.000000    9.96525204e-03    9.96556199e-03    1.70147723e-04
 96000.000000    9.96525204e-03    9.96556678e-03    1.70079215e-04
 97000.000000    9.96525204e-03    9.96557157e-03    1.70010707e-04
 98000.000000    9.96525204e-03    9.96557635e-03    1.69945491e-04
 99000.000000    9.96525204e-03    9.96558114e-03    1.69896584e-04
