        Time             u_ref                 u                r
 1000.000000    1.01305929e-02    9.80623663e-03    7.95828312e-01
 2000.000000    1.01305929e-02    9.89873049e-03    6.89622516e-01
 3000.000000    1.01305929e-02    9.94611899e-03    6.02914576e-01
 4000.000000    1.01305929e-02    9.97802673e-03    5.27762464e-01
 5000.000000    1.01305929e-02    1.00020629e-02    4.61565590e-01
 6000.000000    1.01305929e-02    1.00212240e-02    4.03187940e-01
 7000.000000    1.01305929e-02    1.00369948e-02    3.51842193e-01
 8000.000000    1.01305929e-02    1.00502307e-02    3.06811494e-01
 9000.000000    1.01305929e-02    1.00614787e-02    2.67408684e-01
 10000.000000    1.01305929e-02    1.00711157e-02    2.32985975e-01
 11000.000000    1.01305929e-02    1.00794175e-02    2.02947023e-01
 12000.000000    1.01305929e-02    1.00865949e-02    1.76752889e-01
 13000.000000    1.01305929e-02    1.00928151e-02    1.53922657e-01
 14000.000000    1.01305929e-02    1.00982144e-02    1.34030792e-01
 15000.000000    1.01305929e-02    1.01029062e-02    1.16702831e-01
 16000.000000    1.01305929e-02    1.01069858e-02    1.01610448e-01
 17000.000000    1.01305929e-02    1.01105350e-02    8.84664505e-02
 18000.000000    1.01305929e-02    1.01136236e-02    7.70200145e-02
 19000.000000    1.01305929e-02    1.01163118e-02    6.70523056e-02
 20000.000000    1.01305929e-02    1.01186520e-02    5.83725259e-02
 21000.000000    1.01305929e-02    1.01206894e-02    5.08143965e-02
 22000.000000    1.01305929e-02    1.01224632e-02    4.42330489e-02
 23000.000000    1.01305929e-02    1.01240077e-02    3.85022922e-02
 24000.000000    1.01305929e-02    1.01253524e-02    3.35122195e-02
 25000.000000    1.01305929e-02    1.01265233e-02    2.91671141e-02
 26000.000000    1.01305929e-02    1.01275428e-02    2.53836224e-02
 27000.000000    1.01305929e-02    1.01284305e-02    2.20891596e-02
 28000.000000    1.01305929e-02    1.01292035e-02    1.92205199e-02
 29000.000000    1.01305929e-02    1.01298766e-02    1.67226654e-02
 30000.000000    1.01305929e-02    1.01304626e-02    1.45476714e-02
 31000.000000    1.01305929e-02    1.01309729e-02    1.26553380e-02
 32000.000000    1.01305929e-02    1.01314173e-02    1.10080563e-02
 33000.000000    1.01305929e-02    1.01318042e-02    9.57369504e-03
 34000.000000    1.01305929e-02    1.01321411e-02    8.32473312e-03
 35000.000000    1.01305929e-02    1.01324345e-02    7.23720670e-03
 36000.000000    1.01305929e-02    1.01326899e-02    6.29024934e-03
 37000.000000    1.01305929e-02    1.01329123e-02    5.46569170e-03
 38000.000000    1.01305929e-02    1.01331060e-02    4.74771293e-03
 39000.000000    1.01305929e-02    1.01332746e-02    4.12253708e-03
 40000.000000    1.01305929e-02    1.01334215e-02    3.57816885e-03
 41000.000000    1.01305929e-02    1.01335493e-02    3.10416338e-03
 42000.000000    1.01305929e-02    1.01336607e-02    2.69142588e-03
 43000.000000    1.01305929e-02    1.01337576e-02    2.33379442e-03
 44000.000000    1.01305929e-02    1.01338420e-02    2.02247607e-03
 45000.000000    1.01305929e-02    1.01339155e-02    1.75139743e-03
 46000.000000    1.01305929e-02    1.01339795e-02    1.51535729e-03
 47000.000000    1.01305929e-02    1.01340353e-02    1.31077208e-03
 48000.000000    1.01305929e-02    1.01340838e-02    1.13340572e-03
 49000.000000    1.01305929e-02    1.01341260e-02    9.78965001e-04
 50000.000000    1.01305929e-02    1.01341628e-02    8.45661773e-04
 51000.000000    1.01305929e-02    1.01341949e-02    7.30025441e-04
 52000.000000    1.01305929e-02    1.01342228e-02    6.30307391e-04
 53000.000000    1.01305929e-02    1.01342471e-02    5.44022622e-04
 54000.000000    1.01305929e-02    1.01342682e-02    4.70258171e-04
 55000.000000    1.01305929e-02    1.01342866e-02    4.06864545e-04
 56000.000000    1.01305929e-02    1.01343027e-02    3.52712931e-04
 57000.000000    1.01305929e-02    1.01343166e-02    3.06743979e-04
 58000.000000    1.01305929e-02    1.01343288e-02    2.67978763e-04
 59000.000000    1.01305929e-02    1.01343394e-02    2.35523343e-04
 60000.000000    1.01305929e-02    1.01343486e-02    2.08569037e-04
 61000.000000    1.01305929e-02    1.01343566e-02    1.86690203e-04
 62000.000000    1.01305929e-02    1.01343636e-02    1.69047502e-04
 63000.000000    1.01305929e-02    1.01343697e-02    1.55260547e-04
 64000.000000    1.01305929e-02    1.01343750e-02    1.44904279e-04
 65000.000000    1.01305929e-02    1.01343796e-02    1.37544461e-04
 66000.000000    1.01305929e-02    1.01343836e-02    1.32752718e-04
