        Time             u_ref                 u                r
 1000.000000    9.97470009e-03    9.92701588e-03    4.00505813e-01
 2000.000000    9.97470009e-03    9.95833482e-03    1.54089437e-01
 3000.000000    9.97470009e-03    9.96945627e-03    5.85131829e-02
 4000.000000    9.97470009e-03    9.97365892e-03    2.22195660e-02
 5000.000000    9.97470009e-03    9.97525256e-03    8.45563356e-03
 6000.000000    9.97470009e-03    9.97585698e-03    3.23690440e-03
 7000.000000    9.97470009e-03    9.97608622e-03    1.26158687e-03
 8000.000000    9.97470009e-03    9.97617316e-03    5.21912426e-04
 9000.000000    9.97470009e-03    9.97620614e-03    2.60802236e-04
 10000.000000    9.97470009e-03    9.97621864e-03    1.90605660e-04
 11000.000000    9.97470009e-03    9.97622339e-03    1.84033973e-04
 12000.000000    9.97470009e-03    9.97622519e-03    1.85935426e-04
 13000.000000    9.97470009e-03    9.97622587e-03    1.87160240e-04
 14000.000000    9.97470009e-03    9.97622613e-03    1.87743951e-04
 15000.000000    9.97470009e-03    9.97622623e-03    1.87965339e-04
 16000.000000    9.97470009e-03    9.97622626e-03    1.88049306e-04
 17000.000000    9.97470009e-03    9.97622628e-03    1.88081153e-04
 18000.000000    9.97470009e-03    9.97622628e-03    1.88093232e-04
 19000.000000    9.97470009e-03    9.97622629e-03    1.88097813e-04
 20000.000000    9.97470009e-03    9.97622629e-03    1.88099550e-04
 21000.000000    9.97470009e-03    9.97622629e-03    1.88100209e-04
 22000.000000    9.97470009e-03    9.97622629e-03    1.88100459e-04
 23000.000000    9.97470009e-03    9.97622629e-03    1.88100554e-04
 24000.000000    9.97470009e-03    9.97622629e-03    1.88100590e-04
 25000.000000    9.97470009e-03    9.97622629e-03    1.88100604e-04
 26000.000000    9.97470009e-03    9.97622629e-03    1.88100609e-04
 27000.000000    9.97470009e-03    9.97622629e-03    1.88100611e-04
 28000.000000    9.97470009e-03    9.97622629e-03    1.88100611e-04
 29000.000000    9.97470009e-03    9.97622629e-03    1.88100612e-04
 30000.000000    9.97470009e-03    9.97622629e-03    1.88100612e-04
 31000.000000    9.97470009e-03    9.97622629e-03    1.88100612e-04
 32000.000000    9.97470009e-03    9.97622629e-03    1.88100612e-04
 33000.000000    9.97470009e-03    9.97622629e-03    1.88100612e-04
 34000.000000    9.97470009e-03    9.97622629e-03    1.88100612e-04
 35000.000000    9.97470009e-03    9.97622629e-03    1.88100612e-04
 36000.000000    9.97470009e-03    9.97622629e-03    1.88100612e-04
 37000.000000    9.97470009e-03    9.97622629e-03    1.88100612e-04
