        Time             u_ref                 u                r
 1000.000000    1.01305929e-02    9.80683898e-03    7.95865456e-01
 2000.000000    1.01305929e-02    9.89953132e-03    6.89641159e-01
 3000.000000    1.01305929e-02    9.94697182e-03    6.02925020e-01
 4000.000000    1.01305929e-02    9.97890270e-03    5.27767437e-01
 5000.000000    1.01305929e-02    1.00029519e-02    4.61565847e-01
 6000.000000    1.01305929e-02    1.00221215e-02    4.03183796e-01
 7000.000000    1.01305929e-02    1.00378984e-02    3.51833941e-01
 8000.000000    1.01305929e-02    1.00511389e-02    3.06799472e-01
 9000.000000    1.01305929e-02    1.00623904e-02    2.67393255e-01
 10000.000000    1.01305929e-02    1.00720303e-02    2.32967501e-01
 11000.000000    1.01305929e-02    1.00803345e-02    2.02925850e-01
 12000.000000    1.01305929e-02    1.00875139e-02    1.76729334e-01
 13000.000000    1.01305929e-02    1.00937359e-02    1.53897010e-01
 14000.000000    1.01305929e-02    1.00991367e-02    1.34003309e-01
 15000.000000    1.01305929e-02    1.01038297e-02    1.16673740e-01
 16000.000000    1.01305929e-02    1.01079105e-02    1.01579951e-01
 17000.000000    1.01305929e-02    1.01114606e-02    8.84347240e-02
 18000.000000    1.01305929e-02    1.01145500e-02    7.69872135e-02
 19000.000000    1.01305929e-02    1.01172390e-02    6.70185659e-02
 20000.000000    1.01305929e-02    1.01195798e-02    5.83379663e-02
 21000.000000    1.01305929e-02    1.01216177e-02    5.07791208e-02
 22000.000000    1.01305929e-02    1.01233920e-02    4.41971479e-02
 23000.000000    1.01305929e-02    1.01249369e-02    3.84658452e-02
 24000.000000    1.01305929e-02    1.01262820e-02    3.34752957e-02
 25000.000000    1.01305929e-02    1.01274532e-02    2.91297740e-02
 26000.000000    1.01305929e-02    1.01284730e-02    2.53459188e-02
 27000.000000    1.01305929e-02    1.01293610e-02    2.20511386e-02
 28000.000000    1.01305929e-02    1.01301341e-02    1.91822218e-02
 29000.000000    1.01305929e-02    1.01308074e-02    1.66849894e-02
 30000.000000    1.01305929e-02    1.01313936e-02    1.45121461e-02
 31000.000000    1.01305929e-02    1.01319041e-02    1.26201539e-02
 32000.000000    1.01305929e-02    1.01323485e-02    1.09727117e-02
 33000.000000    1.01305929e-02    1.01327355e-02    9.53821028e-03
 34000.000000    1.01305929e-02    1.01330725e-02    8.28912601e-03
 35000.000000    1.01305929e-02    1.01333660e-02    7.20149278e-03
 36000.000000    1.01305929e-02    1.01336215e-02    6.25444217e-03
 37000.000000    1.01305929e-02    1.01338440e-02    5.42980312e-03
 38000.000000    1.01305929e-02    1.01340377e-02    4.71175327e-03
 39000.000000    1.01305929e-02    1.01342064e-02    4.08651537e-03
 40000.000000    1.01305929e-02    1.01343532e-02    3.54209297e-03
 41000.000000    1.01305929e-02    1.01344811e-02    3.06930931e-03
 42000.000000    1.01305929e-02    1.01345925e-02    2.65866395e-03
 43000.000000    1.01305929e-02    1.01346895e-02    2.30109680e-03
 44000.000000    1.01305929e-02    1.01347739e-02    1.98974720e-03
 45000.000000    1.01305929e-02    1.01348474e-02    1.71892644e-03
 46000.000000    1.01305929e-02    1.01349115e-02    1.48497063e-03
 47000.000000    1.01305929e-02    1.01349672e-02    1.28125492e-03
 48000.000000    1.01305929e-02    1.01350157e-02    1.10453318e-03
 49000.000000    1.01305929e-02    1.01350580e-02    9.52002519e-04
 50000.000000    1.01305929e-02    1.01350948e-02    8.19646315e-04
 51000.000000    1.01305929e-02    1.01351269e-02    7.05831929e-04
 52000.000000    1.01305929e-02    1.01351548e-02    6.07767494e-04
 53000.000000    1.01305929e-02    1.01351791e-02    5.23434485e-04
 54000.000000    1.01305929e-02    1.01352002e-02    4.51386835e-04
 55000.000000    1.01305929e-02    1.01352186e-02    3.90216499e-04
 56000.000000    1.01305929e-02    1.01352347e-02    3.38403559e-04
 57000.000000    1.01305929e-02    1.01352486e-02    2.95006337e-04
 58000.000000    1.01305929e-02    1.01352608e-02    2.58940093e-04
 59000.000000    1.01305929e-02    1.01352714e-02    2.29205026e-04
 60000.000000    1.01305929e-02    1.01352806e-02    2.05362335e-04
 61000.000000    1.01305929e-02    1.01352886e-02    1.86517996e-04
 62000.000000    1.01305929e-02    1.01352956e-02    1.72174072e-04
 63000.000000    1.01305929e-02    1.01353017e-02    1.61801380e-04
 64000.000000    1.01305929e-02    1.01353070e-02    1.54960554e-04
 65000.000000    1.01305929e-02    1.01353116e-02    1.51178065e-04
 66000.000000    1.01305929e-02    1.01353157e-02    1.50052716e-04
 67000.000000    1.01305929e-02    1.01353192e-02    1.51075180e-04
 68000.000000    1.01305929e-02    1.01353222e-02    1.53672357e-04
 69000.000000    1.01305929e-02    1.01353249e-02    1.57177992e-04
 70000.000000    1.01305929e-02    1.01353272e-02    1.61117215e-04
 71000.000000    1.01305929e-02    1.01353292e-02    1.65079375e-04
 72000.000000    1.01305929e-02    1.01353309e-02    1.68885684e-04
 73000.000000    1.01305929e-02    1.01353325e-02    1.72396015e-04
 74000.000000    1.01305929e-02    1.01353338e-02    1.75626188e-04
 75000.000000    1.01305929e-02    1.01353349e-02    1.78482553e-04
 76000.000000    1.01305929e-02    1.01353359e-02    1.81121800e-04
 77000.000000    1.01305929e-02    1.01353368e-02    1.83419909e-04
 78000.000000    1.01305929e-02    1.01353376e-02    1.85420975e-04
 79000.000000    1.01305929e-02    1.01353383e-02    1.87163392e-04
 80000.000000    1.01305929e-02    1.01353388e-02    1.88773943e-04
 81000.000000    1.01305929e-02    1.01353393e-02    1.90189329e-04
