        Time             u_ref                 u                r
 82000.000000    1.01305929e-02    1.01353398e-02    1.91421769e-04
 83000.000000    1.01305929e-02    1.01353402e-02    1.92494909e-04
 84000.000000    1.01305929e-02    1.01353405e-02    1.93429340e-04
 85000.000000    1.01305929e-02    1.01353408e-02    1.94242990e-04
 86000.000000    1.01305929e-02    1.01353410e-02    1.94951471e-04
 87000.000000    1.01305929e-02    1.01353412e-02    1.95568377e-04
 88000.000000    1.01305929e-02    1.01353414e-02    1.96105545e-04
 89000.000000    1.01305929e-02    1.01353416e-02    1.96573281e-04
 90000.000000    1.01305929e-02    1.01353418e-02    1.96980559e-04
 91000.000000    1.01305929e-02    1.01353419e-02    1.97335194e-04
 92000.000000    1.01305929e-02    1.01353420e-02    1.97643991e-04
 93000.000000    1.01305929e-02    1.01353421e-02    1.97912874e-04
 94000.000000    1.01305929e-02    1.01353422e-02    1.98147002e-04
 95000.000000    1.01305929e-02    1.01353422e-02    1.98350868e-04
 96000.000000    1.01305929e-02    1.01353423e-02    1.98528383e-04
 97000.000000    1.01305929e-02    1.01353424e-02    1.98682954e-04
 98000.000000    1.01305929e-02    1.01353424e-02    1.98817545e-04
 99000.000000    1.01305929e-02    1.01353424e-02    1.98934739e-04
