        Time             u_ref                 u                r
 42000.000000    9.97470009e-03    9.97508554e-03    1.50866230e-04
 43000.000000    9.97470009e-03    9.97509275e-03    1.50849546e-04
 44000.000000    9.97470009e-03    9.97509997e-03    1.50834912e-04
 45000.000000    9.97470009e-03    9.97510719e-03    1.50820278e-04
 46000.000000    9.97470009e-03    9.97511440e-03    1.50805644e-04
 47000.000000    9.97470009e-03    9.97512162e-03    1.50819492e-04
 48000.000000    9.97470009e-03    9.97512884e-03    1.50834386e-04
 49000.000000    9.97470009e-03    9.97513605e-03    1.50849279e-04
 50000.000000    9.97470009e-03    9.97514327e-03    1.50864173e-04
 51000.000000    9.97470009e-03    9.97515049e-03    1.50899837e-04
 52000.000000    9.97470009e-03    9.97515770e-03    1.50944258e-04
 53000.000000    9.97470009e-03    9.97516492e-03    1.50988680e-04
 54000.000000    9.97470009e-03    9.97517214e-03    1.51033101e-04
 55000.000000    9.97470009e-03    9.97517935e-03    1.51080640e-04
 56000.000000    9.97470009e-03    9.97518657e-03    1.51154589e-04
 57000.000000    9.97470009e-03    9.97519379e-03    1.51228538e-04
 58000.000000    9.97470009e-03    9.97520100e-03    1.51302487e-04
 59000.000000    9.97470009e-03    9.97520822e-03    1.51376436e-04
 60000.000000    9.97470009e-03    9.97521544e-03    1.51454037e-04
 61000.000000    9.97470009e-03    9.97522265e-03    1.51557513e-04
 62000.000000    9.97470009e-03    9.97522987e-03    1.51660990e-04
 63000.000000    9.97470009e-03    9.97523709e-03    1.51764467e-04
 64000.000000    9.97470009e-03    9.97524430e-03    1.51867945e-04
 65000.000000    9.97470009e-03    9.97525152e-03    1.51971422e-04
 66000.000000    9.97470009e-03    9.97525874e-03    1.52095542e-04
 67000.000000    9.97470009e-03    9.97526596e-03    1.52228547e-04
 68000.000000    9.97470009e-03    9.97527317e-03    1.52361553e-04
 69000.000000    9.97470009e-03    9.97528039e-03    1.52494558e-04
 70000.000000    9.97470009e-03    9.97528761e-03    1.52627564e-04
 71000.000000    9.97470009e-03    9.97529482e-03    1.52760569e-04
 72000.000000    9.97470009e-03    9.97530204e-03    1.52916119e-04
 73000.000000    9.97470009e-03    9.97530926e-03    1.53078653e-04
 74000.000000    9.97470009e-03    9.97531647e-03    1.53241187e-04
 75000.000000    9.97470009e-03    9.97532369e-03    1.53403721e-04
 76000.000000    9.97470009e-03    9.97533091e-03    1.53566255e-04
 77000.000000    9.97470009e-03    9.97533812e-03    1.53728790e-04
 78000.000000    9.97470009e-03    9.97534534e-03    1.53898156e-04
 79000.000000    9.97470009e-03    9.97535256e-03    1.54090218e-04
 80000.000000    9.97470009e-03    9.97535978e-03    1.54282281e-04
 81000.000000    9.97470009e-03    9.97536699e-03    1.54474344e-04
 82000.000000    9.97470009e-03    9.97537421e-03    1.54666407e-04
 83000.000000    9.97470009e-03    9.97538143e-03    1.54858471e-04
 84000.000000    9.97470009e-03    9.97538864e-03    1.55050535e-04
 85000.000000    9.97470009e-03    9.97539586e-03    1.55242604e-04
 86000.000000    9.97470009e-03    9.97540308e-03    1.55464196e-04
 87000.000000    9.97470009e-03    9.97541029e-03    1.55685788e-04
 88000.000000    9.97470009e-03    9.97541751e-03    1.55907380e-04
 89000.000000    9.97470009e-03    9.97542473e-03    1.56128973e-04
 90000.000000    9.97470009e-03    9.97543195e-03    1.56350566e-04
 91000.000000    9.97470009e-03    9.97543916e-03    1.56572160e-04
 92000.000000    9.97470009e-03    9.97544638e-03    1.56793753e-04
 93000.000000    9.97470009e-03    9.97545360e-03    1.57015347e-04
 94000.000000    9.97470009e-03    9.97546081e-03    1.57264699e-04
 95000.000000    9.97470009e-03    9.97546803e-03    1.57515821e-04
 96000.000000    9.97470009e-03    9.97547525e-03    1.57766944e-04
 97000.000000    9.97470009e-03    9.97548247e-03    1.58018067e-04
 98000.000000    9.97470009e-03    9.97548968e-03    1.58269190e-04
 99000.000000    9.97470009e-03    9.97549690e-03    1.58520314e-04
