        Time             u_ref                 u                r
 1000.000000    9.96525204e-03    9.94099314e-03    2.39350609e-01
 2000.000000    9.96525204e-03    9.96106562e-03    5.23034630e-02
 3000.000000    9.96525204e-03    9.96538476e-03    1.14386575e-02
 4000.000000    9.96525204e-03    9.96632459e-03    2.54909323e-03
 5000.000000    9.96525204e-03    9.96652911e-03    6.24950454e-04
 6000.000000    9.96525204e-03    9.96657362e-03    2.38161104e-04
 7000.000000    9.96525204e-03    9.96658330e-03    1.96670518e-04
 8000.000000    9.96525204e-03    9.96658541e-03    1.97279829e-04
 9000.000000    9.96525204e-03    9.96658587e-03    1.97844308e-04
 10000.000000    9.96525204e-03    9.96658597e-03    1.98013972e-04
 11000.000000    9.96525204e-03    9.96658599e-03    1.98050894e-04
 12000.000000    9.96525204e-03    9.96658599e-03    1.98058929e-04
 13000.000000    9.96525204e-03    9.96658599e-03    1.98060678e-04
 14000.000000    9.96525204e-03    9.96658599e-03    1.98061058e-04
 15000.000000    9.96525204e-03    9.96658599e-03    1.98061141e-04
 16000.000000    9.96525204e-03    9.96658599e-03    1.98061159e-04
 17000.000000    9.96525204e-03    9.96658599e-03    1.98061163e-04
 18000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 19000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 20000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 21000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 22000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 23000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 24000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 25000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 26000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 27000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 28000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 29000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 30000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 31000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 32000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 33000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 34000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 35000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 36000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 37000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 38000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 39000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 40000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 41000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 42000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 43000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 44000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 45000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 46000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 47000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 48000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 49000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 50000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 51000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 52000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 53000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 54000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 55000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 56000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 57000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 58000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 59000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 60000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 61000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 62000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 63000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 64000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 65000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 66000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 67000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 68000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 69000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 70000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 71000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 72000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 73000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 74000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 75000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 76000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 77000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 78000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 79000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 80000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 81000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 82000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 83000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 84000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 85000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 86000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 87000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 88000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 89000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 90000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 91000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 92000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 93000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 94000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 95000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 96000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 97000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 98000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
 99000.000000    9.96525204e-03    9.96658599e-03    1.98061164e-04
