        Time             u_ref                 u                r
 1000.000000    9.97470009e-03    9.92683061e-03    4.00471508e-01
 2000.000000    9.97470009e-03    9.95818474e-03    1.54083843e-01
 3000.000000    9.97470009e-03    9.96931675e-03    5.85183959e-02
 4000.000000    9.97470009e-03    9.97352339e-03    2.22285055e-02
 5000.000000    9.97470009e-03    9.97511856e-03    8.46529226e-03
 6000.000000    9.97470009e-03    9.97572356e-03    3.24699094e-03
 7000.000000    9.97470009e-03    9.97595303e-03    1.27074010e-03
 8000.000000    9.97470009e-03    9.97604005e-03    5.29541218e-04
 9000.000000    9.97470009e-03    9.97607306e-03    2.64757445e-04
 10000.000000    9.97470009e-03    9.97608558e-03    1.89337861e-04
 11000.000000    9.97470009e-03    9.97609033e-03    1.79459269e-04
 12000.000000    9.97470009e-03    9.97609213e-03    1.80305960e-04
 13000.000000    9.97470009e-03    9.97609281e-03    1.81217989e-04
 14000.000000    9.97470009e-03    9.97609307e-03    1.81668021e-04
 15000.000000    9.97470009e-03    9.97609317e-03    1.81838709e-04
 16000.000000    9.97470009e-03    9.97609321e-03    1.81903447e-04
 17000.000000    9.97470009e-03    9.97609322e-03    1.81928001e-04
 18000.000000    9.97470009e-03    9.97609323e-03    1.81937314e-04
 19000.000000    9.97470009e-03    9.97609323e-03    1.81940846e-04
 20000.000000    9.97470009e-03    9.97609323e-03    1.81942186e-04
 21000.000000    9.97470009e-03    9.97609323e-03    1.81942694e-04
 22000.000000    9.97470009e-03    9.97609323e-03    1.81942887e-04
 23000.000000    9.97470009e-03    9.97609323e-03    1.81942960e-04
 24000.000000    9.97470009e-03    9.97609323e-03    1.81942988e-04
 25000.000000    9.97470009e-03    9.97609323e-03    1.81942998e-04
 26000.000000    9.97470009e-03    9.97609323e-03    1.81943002e-04
 27000.000000    9.97470009e-03    9.97609323e-03    1.81943004e-04
 28000.000000    9.97470009e-03    9.97609323e-03    1.81943004e-04
 29000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 30000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 31000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 32000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 33000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 34000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 35000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 36000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 37000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 38000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 39000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 40000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 41000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 42000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 43000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 44000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 45000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 46000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 47000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 48000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 49000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 50000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 51000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 52000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 53000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 54000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 55000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 56000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 57000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 58000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 59000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 60000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 61000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 62000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 63000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 64000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 65000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 66000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 67000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 68000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 69000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 70000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 71000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 72000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 73000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 74000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 75000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 76000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 77000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 78000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 79000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 80000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 81000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 82000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 83000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 84000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 85000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 86000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 87000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 88000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 89000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 90000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 91000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 92000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 93000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 94000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 95000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 96000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 97000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 98000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
 99000.000000    9.97470009e-03    9.97609323e-03    1.81943005e-04
