        Time             u_ref                 u                r
 80000.000000    9.98509295e-03    9.98605387e-03    1.49314649e-04
 81000.000000    9.98509295e-03    9.98606129e-03    1.49641949e-04
 82000.000000    9.98509295e-03    9.98606871e-03    1.49990833e-04
 83000.000000    9.98509295e-03    9.98607613e-03    1.50339719e-04
 84000.000000    9.98509295e-03    9.98608355e-03    1.50688604e-04
 85000.000000    9.98509295e-03    9.98609097e-03    1.51037491e-04
 86000.000000    9.98509295e-03    9.98609839e-03    1.51386377e-04
 87000.000000    9.98509295e-03    9.98610581e-03    1.51735265e-04
 88000.000000    9.98509295e-03    9.98611323e-03    1.52084153e-04
 89000.000000    9.98509295e-03    9.98612065e-03    1.52433041e-04
 90000.000000    9.98509295e-03    9.98612807e-03    1.52781930e-04
 91000.000000    9.98509295e-03    9.98613549e-03    1.53130819e-04
 92000.000000    9.98509295e-03    9.98614291e-03    1.53479709e-04
 93000.000000    9.98509295e-03    9.98615033e-03    1.53842503e-04
 94000.000000    9.98509295e-03    9.98615776e-03    1.54221720e-04
 95000.000000    9.98509295e-03    9.98616518e-03    1.54600938e-04
 96000.000000    9.98509295e-03    9.98617260e-03    1.54980156e-04
 97000.000000    9.98509295e-03    9.98618002e-03    1.55359375e-04
 98000.000000    9.98509295e-03    9.98618744e-03    1.55738595e-04
 99000.000000    9.98509295e-03    9.98619486e-03    1.56117815e-04
