        Time             u_ref                 u                r
 1000.000000    1.00093429e-02    9.88872998e-03    6.30746278e-01
 2000.000000    1.00093429e-02    9.94146363e-03    4.30788401e-01
 3000.000000    1.00093429e-02    9.96708417e-03    2.87580228e-01
 4000.000000    1.00093429e-02    9.98253910e-03    1.90459130e-01
 5000.000000    1.00093429e-02    9.99247120e-03    1.25841872e-01
 6000.000000    1.00093429e-02    9.99897675e-03    8.30883315e-02
 7000.000000    1.00093429e-02    1.00032618e-02    5.48458066e-02
 8000.000000    1.00093429e-02    1.00060887e-02    3.61976440e-02
 9000.000000    1.00093429e-02    1.00079546e-02    2.38861331e-02
 10000.000000    1.00093429e-02    1.00091864e-02    1.57583859e-02
 11000.000000    1.00093429e-02    1.00099995e-02    1.03953890e-02
 12000.000000    1.00093429e-02    1.00105363e-02    6.85534577e-03
 13000.000000    1.00093429e-02    1.00108907e-02    4.51833393e-03
 14000.000000    1.00093429e-02    1.00111246e-02    2.97552144e-03
 15000.000000    1.00093429e-02    1.00112791e-02    1.95978266e-03
 16000.000000    1.00093429e-02    1.00113810e-02    1.29087793e-03
 17000.000000    1.00093429e-02    1.00114483e-02    8.52347648e-04
 18000.000000    1.00093429e-02    1.00114928e-02    5.67143358e-04
 19000.000000    1.00093429e-02    1.00115221e-02    3.84422791e-04
 20000.000000    1.00093429e-02    1.00115415e-02    2.71326347e-04
 21000.000000    1.00093429e-02    1.00115543e-02    2.05556469e-04
 22000.000000    1.00093429e-02    1.00115627e-02    1.72516942e-04
 23000.000000    1.00093429e-02    1.00115683e-02    1.60828888e-04
 24000.000000    1.00093429e-02    1.00115719e-02    1.60415443e-04
 25000.000000    1.00093429e-02    1.00115744e-02    1.63634872e-04
 26000.000000    1.00093429e-02    1.00115760e-02    1.67077064e-04
 27000.000000    1.00093429e-02    1.00115770e-02    1.69796790e-04
 28000.000000    1.00093429e-02    1.00115777e-02    1.71777611e-04
 29000.000000    1.00093429e-02    1.00115782e-02    1.73127897e-04
 30000.000000    1.00093429e-02    1.00115785e-02    1.74107355e-04
 31000.000000    1.00093429e-02    1.00115787e-02    1.74753958e-04
 32000.000000    1.00093429e-02    1.00115788e-02    1.75180823e-04
 33000.000000    1.00093429e-02    1.00115789e-02    1.75462624e-04
 34000.000000    1.00093429e-02    1.00115790e-02    1.75648659e-04
 35000.000000    1.00093429e-02    1.00115790e-02    1.75771472e-04
 36000.000000    1.00093429e-02    1.00115790e-02    1.75852550e-04
 37000.000000    1.00093429e-02    1.00115791e-02    1.75906074e-04
 38000.000000    1.00093429e-02    1.00115791e-02    1.75941409e-04
 39000.000000    1.00093429e-02    1.00115791e-02    1.75964736e-04
 40000.000000    1.00093429e-02    1.00115791e-02    1.75980135e-04
 41000.000000    1.00093429e-02    1.00115791e-02    1.75990301e-04
 42000.000000    1.00093429e-02    1.00115791e-02    1.75997013e-04
 43000.000000    1.00093429e-02    1.00115791e-02    1.76001443e-04
 44000.000000    1.00093429e-02    1.00115791e-02    1.76004368e-04
 45000.000000    1.00093429e-02    1.00115791e-02    1.76006299e-04
 46000.000000    1.00093429e-02    1.00115791e-02    1.76007574e-04
 47000.000000    1.00093429e-02    1.00115791e-02    1.76008416e-04
 48000.000000    1.00093429e-02    1.00115791e-02    1.76008971e-04
 49000.000000    1.00093429e-02    1.00115791e-02    1.76009338e-04
 50000.000000    1.00093429e-02    1.00115791e-02    1.76009580e-04
 51000.000000    1.00093429e-02    1.00115791e-02    1.76009740e-04
 52000.000000    1.00093429e-02    1.00115791e-02    1.76009845e-04
 53000.000000    1.00093429e-02    1.00115791e-02    1.76009915e-04
 54000.000000    1.00093429e-02    1.00115791e-02    1.76009961e-04
 55000.000000    1.00093429e-02    1.00115791e-02    1.76009991e-04
 56000.000000    1.00093429e-02    1.00115791e-02    1.76010011e-04
