        Time             u_ref                 u                r
 1000.000000    9.96892628e-03    9.93390559e-03    3.10618082e-01
 2000.000000    9.96892628e-03    9.95902564e-03    8.99894743e-02
 3000.000000    9.96892628e-03    9.96605436e-03    2.59925400e-02
 4000.000000    9.96892628e-03    9.96807713e-03    7.59827439e-03
 5000.000000    9.96892628e-03    9.96866261e-03    2.31214736e-03
 6000.000000    9.96892628e-03    9.96883506e-03    7.92732289e-04
 7000.000000    9.96892628e-03    9.96888882e-03    3.55699662e-04
 8000.000000    9.96892628e-03    9.96890848e-03    2.29694579e-04
 9000.000000    9.96892628e-03    9.96891833e-03    1.93064625e-04
 10000.000000    9.96892628e-03    9.96892537e-03    1.82116979e-04
 11000.000000    9.96892628e-03    9.96893160e-03    1.78570997e-04
 12000.000000    9.96892628e-03    9.96893759e-03    1.77148455e-04
 13000.000000    9.96892628e-03    9.96894352e-03    1.76355350e-04
 14000.000000    9.96892628e-03    9.96894943e-03    1.75745504e-04
 15000.000000    9.96892628e-03    9.96895534e-03    1.75205852e-04
 16000.000000    9.96892628e-03    9.96896124e-03    1.74687247e-04
 17000.000000    9.96892628e-03    9.96896715e-03    1.74190260e-04
 18000.000000    9.96892628e-03    9.96897305e-03    1.73703992e-04
 19000.000000    9.96892628e-03    9.96897895e-03    1.73232691e-04
 20000.000000    9.96892628e-03    9.96898486e-03    1.72771710e-04
 21000.000000    9.96892628e-03    9.96899076e-03    1.72324702e-04
 22000.000000    9.96892628e-03    9.96899666e-03    1.71887369e-04
 23000.000000    9.96892628e-03    9.96900256e-03    1.71464539e-04
 24000.000000    9.96892628e-03    9.96900847e-03    1.71049036e-04
 25000.000000    9.96892628e-03    9.96901437e-03    1.70650375e-04
 26000.000000    9.96892628e-03    9.96902027e-03    1.70254934e-04
 27000.000000    9.96892628e-03    9.96902618e-03    1.69880441e-04
 28000.000000    9.96892628e-03    9.96903208e-03    1.69505948e-04
 29000.000000    9.96892628e-03    9.96903798e-03    1.69152763e-04
 30000.000000    9.96892628e-03    9.96904389e-03    1.68802438e-04
 31000.000000    9.96892628e-03    9.96904979e-03    1.68465207e-04
 32000.000000    9.96892628e-03    9.96905569e-03    1.68139050e-04
 33000.000000    9.96892628e-03    9.96906160e-03    1.67815457e-04
 34000.000000    9.96892628e-03    9.96906750e-03    1.67513469e-04
 35000.000000    9.96892628e-03    9.96907340e-03    1.67211480e-04
 36000.000000    9.96892628e-03    9.96907931e-03    1.66923155e-04
 37000.000000    9.96892628e-03    9.96908521e-03    1.66645335e-04
 38000.000000    9.96892628e-03    9.96909111e-03    1.66367514e-04
 39000.000000    9.96892628e-03    9.96909702e-03    1.66111706e-04
 40000.000000    9.96892628e-03    9.96910292e-03    1.65858053e-04
 41000.000000    9.96892628e-03    9.96910882e-03    1.65607563e-04
 42000.000000    9.96892628e-03    9.96911473e-03    1.65378079e-04
 43000.000000    9.96892628e-03    9.96912063e-03    1.65148594e-04
 44000.000000    9.96892628e-03    9.96912653e-03    1.64924294e-04
 45000.000000    9.96892628e-03    9.96913244e-03    1.64718978e-04
 46000.000000    9.96892628e-03    9.96913834e-03    1.64513661e-04
 47000.000000    9.96892628e-03    9.96914424e-03    1.64311909e-04
 48000.000000    9.96892628e-03    9.96915015e-03    1.64130760e-04
 49000.000000    9.96892628e-03    9.96915605e-03    1.63949611e-04
 50000.000000    9.96892628e-03    9.96916195e-03    1.63768463e-04
 51000.000000    9.96892628e-03    9.96916786e-03    1.63609442e-04
 52000.000000    9.96892628e-03    9.96917376e-03    1.63452462e-04
 53000.000000    9.96892628e-03    9.96917966e-03    1.63295481e-04
 54000.000000    9.96892628e-03    9.96918556e-03    1.63150606e-04
 55000.000000    9.96892628e-03    9.96919147e-03    1.63017793e-04
 56000.000000    9.96892628e-03    9.96919737e-03    1.62884980e-04
 57000.000000    9.96892628e-03    9.96920328e-03    1.62752168e-04
 58000.000000    9.96892628e-03    9.96920918e-03    1.62640745e-04
 59000.000000    9.96892628e-03    9.96921508e-03    1.62532101e-04
 60000.000000    9.96892628e-03    9.96922099e-03    1.62423456e-04
 61000.000000    9.96892628e-03    9.96922689e-03    1.62315900e-04
 62000.000000    9.96892628e-03    9.96923279e-03    1.62231423e-04
 63000.000000    9.96892628e-03    9.96923870e-03    1.62146947e-04
 64000.000000    9.96892628e-03    9.96924460e-03    1.62062470e-04
 65000.000000    9.96892628e-03    9.96925050e-03    1.61977993e-04
 66000.000000    9.96892628e-03    9.96925641e-03    1.61916640e-04
 67000.000000    9.96892628e-03    9.96926231e-03    1.61856332e-04
 68000.000000    9.96892628e-03    9.96926821e-03    1.61796023e-04
 69000.000000    9.96892628e-03    9.96927412e-03    1.61735715e-04
 70000.000000    9.96892628e-03    9.96928002e-03    1.61689667e-04
 71000.000000    9.96892628e-03    9.96928592e-03    1.61653526e-04
 72000.000000    9.96892628e-03    9.96929183e-03    1.61617386e-04
 73000.000000    9.96892628e-03    9.96929773e-03    1.61581246e-04
 74000.000000    9.96892628e-03    9.96930363e-03    1.61545106e-04
 75000.000000    9.96892628e-03    9.96930954e-03    1.61531024e-04
 76000.000000    9.96892628e-03    9.96931544e-03    1.61519052e-04
 77000.000000    9.96892628e-03    9.96932134e-03    1.61507080e-04
 78000.000000    9.96892628e-03    9.96932725e-03    1.61495108e-04
 79000.000000    9.96892628e-03    9.96933315e-03    1.61483136e-04
 80000.000000    9.96892628e-03    9.96933905e-03    1.61492538e-04
 81000.000000    9.96892628e-03    9.96934496e-03    1.61504734e-04
 82000.000000    9.96892628e-03    9.96935086e-03    1.61516930e-04
 83000.000000    9.96892628e-03    9.96935676e-03    1.61529127e-04
 84000.000000    9.96892628e-03    9.96936267e-03    1.61541323e-04
 85000.000000    9.96892628e-03    9.96936857e-03    1.61564661e-04
 86000.000000    9.96892628e-03    9.96937447e-03    1.61601025e-04
 87000.000000    9.96892628e-03    9.96938038e-03    1.61637390e-04
 88000.000000    9.96892628e-03    9.96938628e-03    1.61673755e-04
 89000.000000    9.96892628e-03    9.96939218e-03    1.61710120e-04
 90000.000000    9.96892628e-03    9.96939809e-03    1.61746485e-04
 91000.000000    9.96892628e-03    9.96940399e-03    1.61797044e-04
 92000.000000    9.96892628e-03    9.96940990e-03    1.61857578e-04
 93000.000000    9.96892628e-03    9.96941580e-03    1.61918111e-04
 94000.000000    9.96892628e-03    9.96942170e-03    1.61978644e-04
 95000.000000    9.96892628e-03    9.96942761e-03    1.62039178e-04
 96000.000000    9.96892628e-03    9.96943351e-03    1.62099712e-04
 97000.000000    9.96892628e-03    9.96943941e-03    1.62165113e-04
 98000.000000    9.96892628e-03    9.96944532e-03    1.62249815e-04
 99000.000000    9.96892628e-03    9.96945122e-03    1.62334517e-04
