        Time                 U                 r                K
  100.000000    9.54377107e-04               inf    1.15842022e-02
  200.000000    1.66244914e-03    7.41920595e-01    2.01787604e-02
  300.000000    2.26640925e-03    3.63295393e-01    2.75096112e-02
  400.000000    2.75981073e-03    2.17701848e-01    3.34985044e-02
  500.000000    3.18857039e-03    1.55358354e-01    3.87027769e-02
  600.000000    3.55183612e-03    1.13927463e-01    4.31120860e-02
  700.000000    3.86950714e-03    8.94385347e-02    4.69679678e-02
  800.000000    4.14377876e-03    7.08802468e-02    5.02970690e-02
  900.000000    4.38326130e-03    5.77932740e-02    5.32039013e-02
 1000.000000    4.59208471e-03    4.76411034e-02    5.57385938e-02
 1100.000000    4.77427688e-03    3.96752637e-02    5.79500372e-02
 1200.000000    4.93415849e-03    3.34881323e-02    5.98906758e-02
 1300.000000    5.07359000e-03    2.82584166e-02    6.15830914e-02
 1400.000000    5.19632139e-03    2.41902464e-02    6.30728016e-02
 1500.000000    5.30333164e-03    2.05934625e-02    6.43716889e-02
 1600.000000    5.39767012e-03    1.77885311e-02    6.55167667e-02
 1700.000000    5.47995818e-03    1.52451060e-02    6.65155768e-02
 1800.000000    5.55254631e-03    1.32461104e-02    6.73966495e-02
 1900.000000    5.61589913e-03    1.14096888e-02    6.81656243e-02
 2000.000000    5.67178223e-03    9.95087245e-03    6.88439317e-02
 2100.000000    5.72058980e-03    8.60533281e-03    6.94363566e-02
 2200.000000    5.76362928e-03    7.52360814e-03    6.99587686e-02
 2300.000000    5.80124787e-03    6.52689329e-03    7.04153820e-02
 2400.000000    5.83440515e-03    5.71554176e-03    7.08178441e-02
 2500.000000    5.86340703e-03    4.97083761e-03    7.11698681e-02
 2600.000000    5.88895611e-03    4.35737778e-03    7.14799821e-02
 2700.000000    5.91131811e-03    3.79727816e-03    7.17514114e-02
 2800.000000    5.93100775e-03    3.33083817e-03    7.19904038e-02
 2900.000000    5.94825138e-03    2.90736893e-03    7.21997064e-02
 3000.000000    5.96342713e-03    2.55129484e-03    7.23839092e-02
 3100.000000    5.97672433e-03    2.22979325e-03    7.25453103e-02
 3200.000000    5.98842202e-03    1.95720650e-03    7.26872965e-02
 3300.000000    5.99867609e-03    1.71231660e-03    7.28117601e-02
 3400.000000    6.00769346e-03    1.50322575e-03    7.29212127e-02
 3500.000000    6.01560080e-03    1.31620314e-03    7.30171918e-02
 3600.000000    6.02255237e-03    1.15558936e-03    7.31015697e-02
 3700.000000    6.02864998e-03    1.01246397e-03    7.31755824e-02
 3800.000000    6.03400923e-03    8.88962963e-04    7.32406328e-02
 3900.000000    6.03871124e-03    7.79251861e-04    7.32977057e-02
 4000.000000    6.04284304e-03    6.84218934e-04    7.33478573e-02
 4100.000000    6.04646882e-03    6.00012292e-04    7.33918670e-02
 4200.000000    6.04965439e-03    5.26846957e-04    7.34305332e-02
 4300.000000    6.05245023e-03    4.62149950e-04    7.34644692e-02
 4400.000000    6.05490631e-03    4.05798961e-04    7.34942810e-02
 4500.000000    6.05706217e-03    3.56051713e-04    7.35204487e-02
 4600.000000    6.05895585e-03    3.12638883e-04    7.35434341e-02
 4700.000000    6.06061820e-03    2.74362969e-04    7.35636117e-02
 4800.000000    6.06207827e-03    2.40910894e-04    7.35813340e-02
 4900.000000    6.06336007e-03    2.11446736e-04    7.35968925e-02
 5000.000000    6.06448584e-03    1.85666107e-04    7.36105569e-02
 5100.000000    6.06547420e-03    1.62976475e-04    7.36225537e-02
 5200.000000    6.06634221e-03    1.43105788e-04    7.36330895e-02
 5300.000000    6.06710431e-03    1.25627904e-04    7.36423399e-02
 5400.000000    6.06777358e-03    1.10311066e-04    7.36504635e-02
 5500.000000    6.06836121e-03    9.68447329e-05    7.36575961e-02
 5600.000000    6.06887725e-03    8.50373583e-05    7.36638598e-02
 5700.000000    6.06933035e-03    7.46600114e-05    7.36693595e-02
 5800.000000    6.06972824e-03    6.55575450e-05    7.36741891e-02
 5900.000000    6.07007761e-03    5.75595301e-05    7.36784298e-02
 6000.000000    6.07038441e-03    5.05420457e-05    7.36821536e-02
 6100.000000    6.07065379e-03    4.43771845e-05    7.36854234e-02
 6200.000000    6.07089035e-03    3.89669410e-05    7.36882947e-02
 6300.000000    6.07109806e-03    3.42146933e-05    7.36908159e-02
 6400.000000    6.07128046e-03    3.00434802e-05    7.36930299e-02
 6500.000000    6.07144062e-03    2.63799368e-05    7.36949739e-02
 6600.000000    6.07158126e-03    2.31639373e-05    7.36966810e-02
 6700.000000    6.07170475e-03    2.03395525e-05    7.36981799e-02
 6800.000000    6.07181319e-03    1.78599849e-05    7.36994962e-02
 6900.000000    6.07190841e-03    1.56824667e-05    7.37006519e-02
 7000.000000    6.07199203e-03    1.37706727e-05    7.37016669e-02
 7100.000000    6.07206545e-03    1.20918247e-05    7.37025580e-02
 7200.000000    6.07212992e-03    1.06177811e-05    7.37033406e-02
 7300.000000    6.07218653e-03    9.32337690e-06    7.37040278e-02
