        Time                 U                 r                K
  100.000000    8.81650954e-04               inf    1.59861230e-02
  200.000000    1.52088094e-03    7.25037477e-01    2.75766613e-02
  300.000000    1.98109121e-03    3.02594540e-01    3.59212085e-02
  400.000000    2.37295988e-03    1.97804458e-01    4.30265837e-02
  500.000000    2.67592432e-03    1.27673648e-01    4.85199446e-02
  600.000000    2.92168649e-03    9.18419717e-02    5.29761120e-02
  700.000000    3.12786164e-03    7.05671718e-02    5.67144863e-02
  800.000000    3.29071196e-03    5.20644241e-02    5.96672934e-02
  900.000000    3.42736934e-03    4.15282132e-02    6.21451695e-02
 1000.000000    3.53898123e-03    3.25648838e-02    6.41689197e-02
 1100.000000    3.62974949e-03    2.56481319e-02    6.58147326e-02
 1200.000000    3.70552642e-03    2.08766303e-02    6.71887225e-02
 1300.000000    3.76708314e-03    1.66121370e-02    6.83048707e-02
 1400.000000    3.81794382e-03    1.35013449e-02    6.92270784e-02
 1500.000000    3.85991098e-03    1.09920834e-02    6.99880282e-02
 1600.000000    3.89422161e-03    8.88896973e-03    7.06101496e-02
 1700.000000    3.92262964e-03    7.29491833e-03    7.11252449e-02
 1800.000000    3.94594290e-03    5.94327350e-03    7.15479617e-02
 1900.000000    3.96512335e-03    4.86080080e-03    7.18957421e-02
 2000.000000    3.98095247e-03    3.99208843e-03    7.21827562e-02
 2100.000000    3.99394608e-03    3.26394485e-03    7.24183568e-02
 2200.000000    4.00466068e-03    2.68270981e-03    7.26126342e-02
 2300.000000    4.01347955e-03    2.20215355e-03    7.27725384e-02
 2400.000000    4.02073267e-03    1.80719021e-03    7.29040522e-02
 2500.000000    4.02671123e-03    1.48693211e-03    7.30124556e-02
 2600.000000    4.03162853e-03    1.22117048e-03    7.31016162e-02
 2700.000000    4.03567770e-03    1.00435026e-03    7.31750359e-02
 2800.000000    4.03901216e-03    8.26245423e-04    7.32354964e-02
 2900.000000    4.04175576e-03    6.79274050e-04    7.32852434e-02
 3000.000000    4.04401545e-03    5.59087479e-04    7.33262162e-02
 3100.000000    4.04587538e-03    4.59922342e-04    7.33599406e-02
 3200.000000    4.04740646e-03    3.78429036e-04    7.33877021e-02
 3300.000000    4.04866720e-03    3.11492815e-04    7.34105619e-02
 3400.000000    4.04970487e-03    2.56300603e-04    7.34293771e-02
 3500.000000    4.05055924e-03    2.10970867e-04    7.34448685e-02
 3600.000000    4.05126261e-03    1.73646001e-04    7.34576219e-02
 3700.000000    4.05184160e-03    1.42917516e-04    7.34681203e-02
 3800.000000    4.05231831e-03    1.17652181e-04    7.34767640e-02
 3900.000000    4.05271074e-03    9.68396041e-05    7.34838794e-02
 4000.000000    4.05303381e-03    7.97167189e-05    7.34897373e-02
 4100.000000    4.05329978e-03    6.56236770e-05    7.34945600e-02
 4200.000000    4.05351874e-03    5.40189268e-05    7.34985301e-02
 4300.000000    4.05369900e-03    4.44703628e-05    7.35017986e-02
 4400.000000    4.05384740e-03    3.66082982e-05    7.35044894e-02
 4500.000000    4.05396956e-03    3.01365447e-05    7.35067046e-02
 4600.000000    4.05407014e-03    2.48097376e-05    7.35085282e-02
 4700.000000    4.05415294e-03    2.04238682e-05    7.35100296e-02
 4800.000000    4.05422111e-03    1.68138378e-05    7.35112656e-02
 4900.000000    4.05427723e-03    1.38418701e-05    7.35122831e-02
 5000.000000    4.05432343e-03    1.13951614e-05    7.35131208e-02
 5100.000000    4.05436146e-03    9.38111349e-06    7.35138104e-02
