        Time                 U                 r                K
  100.000000    6.66701798e-04               inf    3.91672523e-02
  200.000000    9.62476553e-04    4.43638754e-01    5.65433633e-02
  300.000000    1.11434246e-03    1.57786606e-01    6.54651487e-02
  400.000000    1.19450349e-03    7.19357206e-02    7.01744314e-02
  500.000000    1.23718130e-03    3.57284955e-02    7.26816582e-02
  600.000000    1.25995692e-03    1.84092833e-02    7.40196755e-02
  700.000000    1.27211371e-03    9.64856971e-03    7.47338595e-02
  800.000000    1.27860006e-03    5.09888237e-03    7.51149186e-02
  900.000000    1.28205972e-03    2.70581402e-03    7.53181656e-02
 1000.000000    1.28390469e-03    1.43907213e-03    7.54265539e-02
 1100.000000    1.28488856e-03    7.66307442e-04    7.54843538e-02
 1200.000000    1.28541324e-03    4.08348053e-04    7.55151777e-02
 1300.000000    1.28569306e-03    2.17687408e-04    7.55316164e-02
 1400.000000    1.28584229e-03    1.16073564e-04    7.55403836e-02
 1500.000000    1.28592189e-03    6.18991554e-05    7.55450595e-02
 1600.000000    1.28596434e-03    3.30112677e-05    7.55475534e-02
 1700.000000    1.28598698e-03    1.76056977e-05    7.55488834e-02
 1800.000000    1.28599905e-03    9.38973081e-06    7.55495928e-02
