        Time                 U                 r                K
  100.000000    7.86589513e-04               inf    2.35767294e-02
  200.000000    1.28045872e-03    6.27861413e-01    3.83796481e-02
  300.000000    1.61449045e-03    2.60868802e-01    4.83917009e-02
  400.000000    1.84554456e-03    1.43112719e-01    5.53171688e-02
  500.000000    2.01096426e-03    8.96319157e-02    6.02753526e-02
  600.000000    2.13148939e-03    5.99340005e-02    6.38878956e-02
  700.000000    2.21879513e-03    4.09599692e-02    6.65047419e-02
  800.000000    2.28154693e-03    2.82819251e-02    6.83856240e-02
  900.000000    2.32676329e-03    1.98182910e-02    6.97409102e-02
 1000.000000    2.35954986e-03    1.40910646e-02    7.07236339e-02
 1100.000000    2.38335728e-03    1.00898112e-02    7.14372220e-02
 1200.000000    2.40059975e-03    7.23453026e-03    7.19540367e-02
 1300.000000    2.41306898e-03    5.19421454e-03    7.23277814e-02
 1400.000000    2.42209560e-03    3.74072220e-03    7.25983396e-02
 1500.000000    2.42863828e-03    2.70124914e-03    7.27944458e-02
 1600.000000    2.43338017e-03    1.95248716e-03    7.29365760e-02
 1700.000000    2.43681451e-03    1.41134732e-03    7.30395149e-02
 1800.000000    2.43930140e-03    1.02054778e-03    7.31140552e-02
 1900.000000    2.44110279e-03    7.38488994e-04    7.31680491e-02
 2000.000000    2.44240794e-03    5.34655240e-04    7.32071688e-02
 2100.000000    2.44335345e-03    3.87123339e-04    7.32355090e-02
 2200.000000    2.44403832e-03    2.80298860e-04    7.32560368e-02
 2300.000000    2.44453440e-03    2.02973756e-04    7.32709059e-02
 2400.000000    2.44489376e-03    1.47004181e-04    7.32816770e-02
 2500.000000    2.44515408e-03    1.06477348e-04    7.32894798e-02
 2600.000000    2.44534266e-03    7.71234767e-05    7.32951322e-02
 2700.000000    2.44547926e-03    5.58619427e-05    7.32992266e-02
 2800.000000    2.44557821e-03    4.04631109e-05    7.33021925e-02
 2900.000000    2.44564989e-03    2.93101640e-05    7.33043410e-02
 3000.000000    2.44570182e-03    2.12316316e-05    7.33058974e-02
 3100.000000    2.44573943e-03    1.53797159e-05    7.33070248e-02
 3200.000000    2.44576668e-03    1.11407632e-05    7.33078415e-02
 3300.000000    2.44578642e-03    8.07024555e-06    7.33084331e-02
