        Time                 U                 r                K
  100.000000    9.49957329e-04               inf    1.15305551e-02
  200.000000    1.65658493e-03    7.43851939e-01    2.01075809e-02
  300.000000    2.25854971e-03    3.63376948e-01    2.74142122e-02
  400.000000    2.75088725e-03    2.17988358e-01    3.33901914e-02
  500.000000    3.17826672e-03    1.55360592e-01    3.85777112e-02
  600.000000    3.54060523e-03    1.14005068e-01    4.29757658e-02
  700.000000    3.85726238e-03    8.94358795e-02    4.68193412e-02
  800.000000    4.13075164e-03    7.09024277e-02    5.01389462e-02
  900.000000    4.36945796e-03    5.77876226e-02    5.30363567e-02
 1000.000000    4.57762137e-03    4.76405562e-02    5.55630382e-02
 1100.000000    4.75919814e-03    3.96661851e-02    5.77670120e-02
 1200.000000    4.91852948e-03    3.34786103e-02    5.97009713e-02
 1300.000000    5.05746563e-03    2.82474963e-02    6.13873742e-02
 1400.000000    5.17974200e-03    2.41774000e-02    6.28715613e-02
 1500.000000    5.28634951e-03    2.05816251e-02    6.41655602e-02
 1600.000000    5.38031424e-03    1.77749757e-02    6.53061015e-02
 1700.000000    5.46227387e-03    1.52332419e-02    6.63009252e-02
 1800.000000    5.53455665e-03    1.32330943e-02    6.71782916e-02
 1900.000000    5.59764139e-03    1.13983368e-02    6.79440124e-02
 2000.000000    5.65327591e-03    9.93892134e-03    6.86193025e-02
 2100.000000    5.70186488e-03    8.59483371e-03    6.92090740e-02
 2200.000000    5.74470264e-03    7.51293869e-03    6.97290376e-02
 2300.000000    5.78214332e-03    6.51742727e-03    7.01834915e-02
 2400.000000    5.81513730e-03    5.70618513e-03    7.05839715e-02
 2500.000000    5.84399470e-03    4.96246293e-03    7.09342418e-02
 2600.000000    5.86941187e-03    4.34927869e-03    7.12427546e-02
 2700.000000    5.89165683e-03    3.78998129e-03    7.15127633e-02
 2800.000000    5.91124010e-03    3.32389893e-03    7.17504645e-02
 2900.000000    5.92838913e-03    2.90108825e-03    7.19586190e-02
 3000.000000    5.94347924e-03    2.54539816e-03    7.21417823e-02
 3100.000000    5.95670016e-03    2.22444121e-03    7.23022574e-02
 3200.000000    5.96832901e-03    1.95223090e-03    7.24434081e-02
 3300.000000    5.97852169e-03    1.70779415e-03    7.25671266e-02
 3400.000000    5.98748381e-03    1.49905295e-03    7.26759085e-02
 3500.000000    5.99534184e-03    1.31240881e-03    7.27712890e-02
 3600.000000    6.00224912e-03    1.15210867e-03    7.28551295e-02
 3700.000000    6.00830719e-03    1.00929998e-03    7.29286622e-02
 3800.000000    6.01363099e-03    8.86073612e-04    7.29932823e-02
 3900.000000    6.01830135e-03    7.76627474e-04    7.30499709e-02
 4000.000000    6.02240481e-03    6.81830871e-04    7.30997786e-02
 4100.000000    6.02600528e-03    5.97845600e-04    7.31434810e-02
 4200.000000    6.02916821e-03    5.24880980e-04    7.31818726e-02
 4300.000000    6.03194385e-03    4.60368480e-04    7.32155633e-02
 4400.000000    6.03438188e-03    4.04186259e-04    7.32451560e-02
 4500.000000    6.03652163e-03    3.54592331e-04    7.32711282e-02
 4600.000000    6.03840092e-03    3.11320288e-04    7.32939390e-02
 4700.000000    6.04005044e-03    2.73171359e-04    7.33139608e-02
 4800.000000    6.04149906e-03    2.39835981e-04    7.33315441e-02
 4900.000000    6.04277065e-03    2.10476638e-04    7.33469787e-02
 5000.000000    6.04388731e-03    1.84792232e-04    7.33605326e-02
 5100.000000    6.04486756e-03    1.62188822e-04    7.33724309e-02
 5200.000000    6.04572833e-03    1.42397126e-04    7.33828789e-02
 5300.000000    6.04648399e-03    1.24989937e-04    7.33920510e-02
 5400.000000    6.04714751e-03    1.09737700e-04    7.34001049e-02
 5500.000000    6.04773003e-03    9.63291518e-05    7.34071755e-02
 5600.000000    6.04824151e-03    8.45744364e-05    7.34133838e-02
 5700.000000    6.04869056e-03    7.42441834e-05    7.34188343e-02
 5800.000000    6.04908484e-03    6.51845181e-05    7.34236201e-02
 5900.000000    6.04943100e-03    5.72247800e-05    7.34278218e-02
 6000.000000    6.04973494e-03    5.02419950e-05    7.34315109e-02
 6100.000000    6.05000178e-03    4.41081650e-05    7.34347499e-02
 6200.000000    6.05023607e-03    3.87259877e-05    7.34375937e-02
 6300.000000    6.05044177e-03    3.39988389e-05    7.34400905e-02
 6400.000000    6.05062238e-03    2.98502790e-05    7.34422827e-02
 6500.000000    6.05078095e-03    2.62069924e-05    7.34442074e-02
 6600.000000    6.05092017e-03    2.30092420e-05    7.34458973e-02
 6700.000000    6.05104241e-03    2.02011738e-05    7.34473810e-02
 6800.000000    6.05114973e-03    1.77362811e-05    7.34486837e-02
 6900.000000    6.05124396e-03    1.55718815e-05    7.34498274e-02
 7000.000000    6.05132669e-03    1.36718694e-05    7.34508316e-02
 7100.000000    6.05139933e-03    1.20035506e-05    7.34517133e-02
 7200.000000    6.05146310e-03    1.05389517e-05    7.34524874e-02
 7300.000000    6.05151910e-03    9.25298580e-06    7.34531670e-02
