        Time                 U                 r                K
  100.000000    7.89222623e-04               inf    2.36556526e-02
  200.000000    1.28485073e-03    6.27995309e-01    3.85112914e-02
  300.000000    1.62032790e-03    2.61102063e-01    4.85666691e-02
  400.000000    1.85252739e-03    1.43304009e-01    5.55264675e-02
  500.000000    2.01880056e-03    8.97547693e-02    6.05102328e-02
  600.000000    2.13999093e-03    6.00308824e-02    6.41427154e-02
  700.000000    2.22784108e-03    4.10516439e-02    6.67758793e-02
  800.000000    2.29102857e-03    2.83626549e-02    6.86698206e-02
  900.000000    2.33657978e-03    1.98824291e-02    7.00351434e-02
 1000.000000    2.36962236e-03    1.41414298e-02    7.10255405e-02
 1100.000000    2.39362892e-03    1.01309639e-02    7.17450977e-02
 1200.000000    2.41102678e-03    7.26840193e-03    7.22665699e-02
 1300.000000    2.42361557e-03    5.22133944e-03    7.26438982e-02
 1400.000000    2.43273320e-03    3.76199546e-03    7.29171842e-02
 1500.000000    2.43934520e-03    2.71793139e-03    7.31153681e-02
 1600.000000    2.44414003e-03    1.96562442e-03    7.32590854e-02
 1700.000000    2.44761473e-03    1.42164225e-03    7.33632336e-02
 1800.000000    2.45013219e-03    1.02853840e-03    7.34386905e-02
 1900.000000    2.45195670e-03    7.44655305e-04    7.34933771e-02
 2000.000000    2.45327930e-03    5.39406617e-04    7.35330199e-02
 2100.000000    2.45423799e-03    3.90778402e-04    7.35617550e-02
 2200.000000    2.45493278e-03    2.83100342e-04    7.35825803e-02
 2300.000000    2.45543632e-03    2.05112654e-04    7.35976731e-02
 2400.000000    2.45580128e-03    1.48632971e-04    7.36086121e-02
 2500.000000    2.45606581e-03    1.07715539e-04    7.36165409e-02
 2600.000000    2.45625753e-03    7.80629538e-05    7.36222876e-02
 2700.000000    2.45639649e-03    5.65732027e-05    7.36264527e-02
 2800.000000    2.45649721e-03    4.10005035e-05    7.36294714e-02
 2900.000000    2.45657020e-03    2.97155343e-05    7.36316593e-02
 3000.000000    2.45662311e-03    2.15369804e-05    7.36332451e-02
 3100.000000    2.45666146e-03    1.56093940e-05    7.36343945e-02
 3200.000000    2.45668925e-03    1.13132783e-05    7.36352275e-02
 3300.000000    2.45670939e-03    8.19965663e-06    7.36358313e-02
