        Time                 U                 r                K
  100.000000    6.53615217e-04               inf    3.83984447e-02
  200.000000    9.43377259e-04    4.43322056e-01    5.54213221e-02
  300.000000    1.09164841e-03    1.57170579e-01    6.41319234e-02
  400.000000    1.16960323e-03    7.14101904e-02    6.87115963e-02
  500.000000    1.21093382e-03    3.53372719e-02    7.11396766e-02
  600.000000    1.23289782e-03    1.81380747e-02    7.24300134e-02
  700.000000    1.24457258e-03    9.46936403e-03    7.31158796e-02
  800.000000    1.25077607e-03    4.98442891e-03    7.34803205e-02
  900.000000    1.25407125e-03    2.63450960e-03    7.36739051e-02
 1000.000000    1.25582128e-03    1.39548032e-03    7.37767156e-02
 1100.000000    1.25675066e-03    7.40054531e-04    7.38313143e-02
 1200.000000    1.25724422e-03    3.92731834e-04    7.38603103e-02
 1300.000000    1.25750635e-03    2.08494744e-04    7.38757097e-02
 1400.000000    1.25764557e-03    1.10710099e-04    7.38838885e-02
 1500.000000    1.25771951e-03    5.87935311e-05    7.38882324e-02
 1600.000000    1.25775878e-03    3.12246784e-05    7.38905396e-02
 1700.000000    1.25777964e-03    1.65836560e-05    7.38917649e-02
 1800.000000    1.25779072e-03    8.80788433e-06    7.38924158e-02
