        Time                 U                 r                K
  100.000000    8.79875148e-04               inf    1.59539241e-02
  200.000000    1.51776221e-03    7.24974517e-01    2.75201125e-02
  300.000000    1.97681016e-03    3.02450506e-01    3.58435844e-02
  400.000000    2.36783302e-03    1.97804965e-01    4.29336233e-02
  500.000000    2.66991505e-03    1.27577418e-01    4.84109842e-02
  600.000000    2.91505406e-03    9.18152865e-02    5.28558525e-02
  700.000000    3.12061963e-03    7.05186139e-02    5.65831740e-02
  800.000000    3.28293980e-03    5.20153642e-02    5.95263684e-02
  900.000000    3.41918149e-03    4.14999069e-02    6.19967072e-02
 1000.000000    3.53038054e-03    3.25221255e-02    6.40129718e-02
 1100.000000    3.62082581e-03    2.56191277e-02    6.56529284e-02
 1200.000000    3.69631361e-03    2.08482255e-02    6.70216754e-02
 1300.000000    3.75761260e-03    1.65838183e-02    6.81331507e-02
 1400.000000    3.80826562e-03    1.34801058e-02    6.90515928e-02
 1500.000000    3.85004265e-03    1.09700956e-02    6.98090953e-02
 1600.000000    3.88419493e-03    8.87062274e-03    7.04283455e-02
 1700.000000    3.91246789e-03    7.27897680e-03    7.09409918e-02
 1800.000000    3.93566221e-03    5.92830724e-03    7.13615518e-02
 1900.000000    3.95474417e-03    4.84847478e-03    7.17075465e-02
 2000.000000    3.97048748e-03    3.98086807e-03    7.19930047e-02
 2100.000000    3.98340813e-03    3.25417183e-03    7.22272824e-02
 2200.000000    3.99406124e-03    2.67437163e-03    7.24204450e-02
 2300.000000    4.00282701e-03    2.19470075e-03    7.25793862e-02
 2400.000000    4.01003551e-03    1.80085274e-03    7.27100909e-02
 2500.000000    4.01597604e-03    1.48141540e-03    7.28178048e-02
 2600.000000    4.02086098e-03    1.21637622e-03    7.29063786e-02
 2700.000000    4.02488290e-03    1.00026365e-03    7.29793042e-02
 2800.000000    4.02819415e-03    8.22694298e-04    7.30393439e-02
 2900.000000    4.03091816e-03    6.76236167e-04    7.30887357e-02
 3000.000000    4.03316130e-03    5.56484840e-04    7.31294085e-02
 3100.000000    4.03500722e-03    4.57683339e-04    7.31628786e-02
 3200.000000    4.03652649e-03    3.76522518e-04    7.31904261e-02
 3300.000000    4.03777724e-03    3.09860023e-04    7.32131049e-02
 3400.000000    4.03880650e-03    2.54907715e-04    7.32317675e-02
 3500.000000    4.03965379e-03    2.09785729e-04    7.32471304e-02
 3600.000000    4.04035118e-03    1.72635136e-04    7.32597755e-02
 3700.000000    4.04092514e-03    1.42059096e-04    7.32701827e-02
 3800.000000    4.04139762e-03    1.16922666e-04    7.32787496e-02
 3900.000000    4.04178648e-03    9.62201212e-05    7.32858005e-02
 4000.000000    4.04210656e-03    7.91918403e-05    7.32916042e-02
 4100.000000    4.04237002e-03    6.51786407e-05    7.32963812e-02
 4200.000000    4.04258686e-03    5.36422558e-05    7.33003130e-02
 4300.000000    4.04276535e-03    4.41517438e-05    7.33035493e-02
 4400.000000    4.04291226e-03    3.63388531e-05    7.33062131e-02
 4500.000000    4.04303318e-03    2.99089926e-05    7.33084056e-02
 4600.000000    4.04313271e-03    2.46175923e-05    7.33102103e-02
 4700.000000    4.04321463e-03    2.02617492e-05    7.33116957e-02
 4800.000000    4.04328206e-03    1.66771523e-05    7.33129183e-02
 4900.000000    4.04333756e-03    1.37266616e-05    7.33139247e-02
 5000.000000    4.04338324e-03    1.12981327e-05    7.33147530e-02
 5100.000000    4.04342084e-03    9.29942895e-06    7.33154348e-02
